"","16-116B","16-117D","16-118B","16-118D","16-119B","16-119D","16-120B","16-120D","16-122B","16-122D","16-123D","16-124D","16-125D","16-126B"
"Cpne1",8.17429671626569,7.71870894704469,8.19058828152724,8.35756251324888,8.11263137830668,7.8739374618577,8.17578024089211,8.10261853061633,7.93732073510821,8.07044523535108,8.10691833997552,8.05644580834968,8.28213512356429,7.982635129976
"Cpne2",7.76558974273883,7.73867887826064,7.37733525732744,7.28074258433469,7.33381691826501,7.52909249340099,7.26051955410886,7.52929446324023,7.53396555825212,7.60019025866318,7.52908690387331,7.39320316877115,7.72098751294231,7.58081341483365
"Cpne3",8.05113253849466,7.63090337115041,7.75551661130708,7.68204046978051,7.48698705399159,7.51237572208462,7.78425662989641,7.88066218665917,7.60047419541812,7.62125911575631,7.77984392737585,7.65888236868525,7.66248376381678,7.64281378250392
"Cpne4",7.23427470519433,7.10002704064862,7.26029517690277,7.28074258433469,7.26543178697366,7.10002704064862,7.21354162837782,7.32480510022515,7.10002704064862,7.56673321482859,7.10002704064862,7.33954128945174,7.33085972258021,7.42137187229743
"Cpne5",8.11896956455669,8.12174486658209,7.94397964326407,7.93644875039811,8.03431364798773,7.99522723792561,8.04641839671764,7.80453593684494,8.24399311007753,8.11648155593051,8.17608197152814,8.14912962047048,8.0961678378764,8.20554836546255
"Cpne6",10.4948317474669,10.3895733113594,10.3971074614806,10.4856261533331,10.6193441519427,10.2571112616531,10.3604326481998,10.4029125777952,10.6818467658747,10.6432654754457,10.427142097911,10.3614726829922,10.4452112544867,10.5800190821699
"Cpne7",8.78436391763638,8.91050384443363,8.756708730678,8.55105276979663,8.94115194632153,8.8586434543269,8.49471169260437,8.70910013121732,8.87462787107174,9.35816640041586,9.14082682605103,9.08456152733942,9.01460958298017,8.91363605825616
"Cpne8",8.72247786864183,8.40214802159517,8.50474039317333,8.54625687652362,8.56636361084306,8.51084444988791,8.56770433557926,8.69613952044949,8.58036713526014,8.61551042244964,8.57394676202713,8.61147040838687,8.85316912025674,8.69801570251311
"Cpne9",7.36823285503107,7.10002704064862,7.10002704064862,7.41262834153335,7.38620398330365,7.51237572208462,7.43987236171332,7.28361934174667,7.51935595649415,7.33414201067535,7.33863266797079,7.26948632277505,7.49899505092052,7.45911698373634
"Cpox",8.28954158500065,8.36667583948083,8.23768994997243,8.35180084530329,8.49702088629537,8.42989517208091,8.52604149664685,8.07897223383911,8.36576794394976,8.32502557083975,8.53651220624493,8.58322149874728,8.24077546766013,8.43671545367022
"Cpped1",7.83963036826471,7.968521461746,7.83555028474011,7.94563986706965,7.82323847050758,8.15775628248616,7.79326966294902,8.02960027768207,7.83796639551535,7.99915486573314,7.89129215016542,7.92788498750229,8.11253582055746,8.02301643247887
"Cpq",7.428275490094,7.52438177849456,7.21338284729887,7.22785396999922,7.33381691826501,7.33863579213739,7.42051819659729,7.10002704064862,7.37509276592788,7.35643104264416,7.33863266797079,7.3677354993418,7.36647522313722,7.32748650073533
"Cps1",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.26543178697366,7.10002704064862,7.3268810007868,7.10002704064862,7.10002704064862,7.10002704064862,7.30672433774387,7.33954128945174,7.10002704064862,7.21384508154889
"Cpsf1",8.75382727900099,8.44484612403534,8.61661549718375,8.51703260637947,8.63534393432054,8.78264721573642,8.69413999903862,8.56264197683947,8.75079362995502,8.88028002342283,8.77234862733104,8.63122272897014,8.58892301100658,8.63643467433741
"Cpsf2",8.1895015567012,8.41082856854779,8.38433412728411,8.35756251324888,8.37200525994285,8.42050681582124,8.53373502209278,8.34086157815071,8.42570633359527,8.23749816939671,8.31636570363333,8.5244734980768,8.44380000336247,8.3301738650763
"Cpsf3",8.18193067631278,8.19997996325874,8.20655430878748,8.2483633845191,8.36725006232379,8.07359503166617,7.90058186351324,8.11803127518676,8.22382477121207,8.18362627764343,8.13269503392402,8.29956598734704,8.16754292603242,8.11019778037729
"Cpsf3l",8.0941550394267,8.03584455603185,8.05145354004141,8.15388100015922,7.96283046643327,7.97246617957585,8.03362766698897,8.23935197326627,8.05022230300816,7.92084899661001,7.93297009980229,8.08395769174055,8.19012674801476,7.99632348098269
"Cpsf4",7.6963630604977,7.82987574006498,7.83555028474011,7.82686569284862,7.71459660711778,7.66914570740301,7.65288705375354,7.71829690734722,7.72139338409716,7.83325906822778,7.71596094796017,7.83125539721681,7.70691983987235,7.78605301630932
"Cpsf4l",7.50161754668462,7.32743726433593,7.29626424990556,7.48251212601347,7.30255029384311,7.26884494287119,7.43987236171332,7.22989016909171,7.43665868495001,7.53058787485795,7.10002704064862,7.3677354993418,7.45213148563627,7.29706362655115
"Cpsf6",8.93400780035186,8.96501318665054,9.0234575672931,9.15787281697361,8.86101644047788,9.18355004183388,8.93407728522711,8.96343897442225,8.85769967758998,8.97577573001584,9.16611565761862,9.02678161676948,9.1824983423551,9.04039825231155
"Cpsf7",8.68089207876185,8.64313676383738,8.91814316919472,8.63402189840429,8.60520786364975,8.8586434543269,8.85833296894872,8.77589620131127,8.65363798187488,8.65429217102558,8.84897860246104,8.54158073577041,8.7440020474379,8.69133388165201
"Cpt1a",7.83963036826471,7.60645425786612,7.72639659815242,7.8375658136452,7.79541318589663,7.76965680720949,7.59255793148566,7.79291887233601,7.62464076420197,7.76525717982533,7.8285327887359,7.84984003927868,7.77415546959884,7.96164442884076
"Cpt1b",7.28981353680072,7.45903949292327,7.45766534847145,7.38548436707947,7.26543178697366,7.33863579213739,7.35359236064467,7.10002704064862,7.29467494664535,7.43075434525191,7.75928341267764,7.45878606227314,7.10002704064862,7.44077712800954
"Cpt1c",9.22186140527745,9.2330455486103,9.41437843299359,9.40448130260668,9.38107111074158,9.23204149058581,9.21559409150577,9.24303291212737,9.3340325248644,9.27928074689487,9.45475035727362,9.30406867950005,9.48423251560498,9.56242823208988
"Cpt2",7.10002704064862,7.10002704064862,7.39947763280393,7.28074258433469,7.21701786864841,7.41540827900818,7.43987236171332,7.10002704064862,7.25899652582281,7.20481831745087,7.36672049623145,7.10002704064862,7.39781977965702,7.400694949154
"Cptp",7.79122051353015,7.67656793289242,7.76492157079649,7.86869790847401,7.97027648077156,7.66914570740301,7.79326966294902,7.71829690734722,7.89316384145877,7.79636388924978,7.83785507390829,7.61981992092474,7.66248376381678,7.61894037203515
"Cpxm1",7.65040055863573,7.63090337115041,7.59187524227312,7.35543088193608,7.53622324287458,7.60420028167723,7.47554846907961,7.46647357923051,7.64769769643966,7.46216300416017,7.47665538726427,7.64618639569663,7.49899505092052,7.55354760254986
"Cpxm2",7.10002704064862,7.10002704064862,7.10002704064862,7.28074258433469,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.29467494664535,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.26094836943922
"Cr1l",8.11077638608408,8.13334739961746,8.14659913787961,7.8049371492072,7.78586734157911,8.13903629327763,8.01405970832842,8.08692689094164,8.00565247078966,8.08089094369168,7.94900958060517,7.9600814222289,8.28213512356429,8.01642549593247
"Cr2",7.39978277872297,7.37840292964196,7.45766534847145,7.22785396999922,7.21701786864841,7.10002704064862,7.10002704064862,7.41759134325431,7.10002704064862,7.10002704064862,7.10002704064862,7.3677354993418,7.28856804299087,7.37846313860718
"Crabp1",7.10002704064862,7.10002704064862,7.21338284729887,7.35543088193608,7.26543178697366,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.24819174357296,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Crabp2",7.10002704064862,7.10002704064862,7.29626424990556,7.10002704064862,7.10002704064862,7.21943335629514,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21943179020887,7.10002704064862,7.10002704064862,7.32748650073533
"Cracr2a",7.45444920785166,7.52438177849456,7.50748677081771,7.66819461676925,7.45023522207315,7.39209605525857,7.42051819659729,7.56638023472784,7.35118974618706,7.33414201067535,7.52908690387331,7.33954128945174,7.59675747404488,7.50913811202043
"Cracr2b",7.36823285503107,7.32743726433593,7.10002704064862,7.10002704064862,7.26543178697366,7.10002704064862,7.42051819659729,7.10002704064862,7.10002704064862,7.20481831745087,7.33863266797079,7.30751190000743,7.33085972258021,7.26094836943922
"Cradd",7.47878510818635,7.32743726433593,7.21338284729887,7.35543088193608,7.26543178697366,7.26884494287119,7.47554846907961,7.41759134325431,7.29467494664535,7.20481831745087,7.2688427299826,7.3677354993418,7.52042862046355,7.10002704064862
"Cramp1l",8.78004945436005,8.62907914234309,8.69211101065471,8.67332769218457,8.40008194172194,8.45300545421317,8.56770433557926,8.42194991807302,8.30675956822113,8.36028468498684,8.54073495697518,8.48943060826946,8.45524577838722,8.38482676782505
"Crat",8.33593199438363,8.32992210087856,8.3439408456423,8.38028787824831,8.32838219702324,8.34215981007431,8.28899762509953,8.32873066291936,8.52870579474985,8.34084917511641,8.37223144822238,8.2445038442118,8.14438269601403,8.34411662583133
"Crb1",7.10002704064862,7.42130245593611,7.21338284729887,7.32128530229611,7.10002704064862,7.10002704064862,7.29653884316416,7.10002704064862,7.25899652582281,7.35643104264416,7.10002704064862,7.33954128945174,7.10002704064862,7.26094836943922
"Crb2",7.66615779244077,7.60645425786612,7.53748727710981,7.35543088193608,7.58030392330363,7.52909249340099,7.39989579562218,7.4429209371312,7.56176006992948,7.44682125218329,7.68121743069804,7.3677354993418,7.83487246171861,7.55354760254986
"Crb3",7.10002704064862,7.45903949292327,7.35323840666608,7.22785396999922,7.21701786864841,7.39209605525857,7.3268810007868,7.22989016909171,7.50420330896997,7.10002704064862,7.21943179020887,7.26948632277505,7.23339306294794,7.10002704064862
"Crbn",8.55673909904339,8.44484612403534,8.50865900813988,8.63402189840429,8.36725006232379,8.41578081004466,8.47869934444367,8.49718910136462,8.40893259953175,8.40178006231699,8.36727849986695,8.41570120654517,8.43222868449625,8.53728141810127
"Crcp",7.6341556851126,7.73867887826064,7.88403880287419,7.90817879502185,7.99219808440382,7.93298073688145,8.00743078568306,7.70490462891696,7.88553784486879,8.05453056629165,7.819079412241,7.9112541242417,7.97167405531596,8.04886229428072
"Creb1",8.6130556262223,8.50977195230016,8.51645402432789,8.51208489085397,8.33824078616684,8.32677242819091,8.55649708235671,8.38797933221737,8.37016712288783,8.42372968740697,8.33191263631053,8.53732891140224,8.54266064676535,8.49418604258655
"Creb3",7.95768019686211,8.16727533794761,8.01938827133779,7.97256841323707,8.16117032248412,8.01735507392673,7.94512972531,8.02107774864526,8.1821365071697,8.12144906998698,8.10691833997552,7.90279587215191,7.96199968107917,8.11019778037729
"Creb3l1",7.10002704064862,7.32743726433593,7.45766534847145,7.70873876938279,7.73583001625538,7.59013230601911,7.53809569310001,7.28361934174667,7.82134860306117,7.54297467574335,7.49492685724282,7.74040957326455,7.5788555228918,7.53925841225817
"Creb3l2",8.17429671626569,8.21062884907777,8.21704800798922,8.31651951191742,8.25646924521942,8.13903629327763,8.31296870495687,8.11803127518676,8.11003560722395,8.38312647134153,8.26269542740049,8.26135454962544,8.21217001814771,8.03604075483044
"Creb3l3",7.10002704064862,7.10002704064862,7.45766534847145,7.10002704064862,7.10002704064862,7.41540827900818,7.39989579562218,7.32480510022515,7.10002704064862,7.20481831745087,7.10002704064862,7.41660308163611,7.28856804299087,7.32748650073533
"Creb3l4",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.43987236171332,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Crebbp",9.61270189177567,9.65165741844138,9.55092908681513,9.41638936263139,9.24815091549087,9.38037642474423,9.64348799316093,9.37818121530449,9.33793040273143,9.29683717383481,9.6455723552509,9.4900608596585,9.52292160750698,9.29048786472376
"Crebl2",7.97726956434525,8.09806880508861,8.3207811447624,8.20904135062137,8.04112592527762,8.03177775586315,8.10168188720109,8.13317781673253,8.23396265502447,8.19738945486132,8.08707266769674,8.20987753047884,8.06246585461549,8.20554836546255
"Crebrf",8.51390262729293,8.52540998020969,8.56581059152795,8.51703260637947,8.30329989807801,8.66051908321549,8.45834103331335,8.52282951896417,8.12719989317937,8.39807623603409,8.31636570363333,8.38665912129675,8.35370000563727,8.32548276765055
"Crebzf",8.39258964838927,8.51761906063374,8.57321155683885,8.37465383866619,8.49702088629537,8.4666330845238,8.54517494051115,8.41636477059414,8.49805327245863,8.46976833321306,8.40145657466952,8.52877545081905,8.3906890439229,8.57132193959549
"Creg1",7.60001117300501,7.84668161954677,7.68517353703045,7.81599215987308,7.81409341291586,7.49493200750045,7.70699314491605,7.56638023472784,7.54808527068634,7.74086440737417,7.59012593547032,7.6712826109504,7.64682634010023,7.71884115412227
"Creg2",10.3376970989302,10.2614151803608,10.3533817076533,10.2003954672664,10.153333209181,10.2276152689838,10.4140841164264,10.2446644373941,10.0187736339183,10.223585551886,10.1092343968252,10.2714726580735,10.2453839896251,10.1846074223702
"Creld1",8.53553019771782,8.41943721817577,8.53570093909457,8.69459626428259,8.88831638807198,8.5861670612099,8.72368273331977,8.72191786131255,8.89683836795408,8.7553281876312,8.33191263631053,8.58322149874728,8.774392196027,8.79084002702712
"Creld2",7.94769574656495,7.75800523192263,7.61685419850237,7.90817879502185,7.72530902232421,7.70462206387993,7.69658554523982,7.8597581119816,7.62464076420197,7.98177304889283,7.65678348752088,7.65888236868525,7.93222250435381,7.84684008920493
"Crem",7.65040055863573,8.00958945693486,7.77418631709631,7.46075406490068,7.7663345898512,7.69304533620016,7.67517320499032,7.52929446324023,7.62464076420197,7.84039978659314,7.819079412241,7.70688844249948,7.73472490384816,7.78605301630932
"Crh",7.45444920785166,7.10002704064862,7.10002704064862,7.10002704064862,7.26543178697366,7.10002704064862,7.35359236064467,7.10002704064862,7.10002704064862,7.10002704064862,7.41540415663434,7.10002704064862,7.10002704064862,7.50913811202043
"Crhbp",7.77853495739681,7.84668161954677,7.49160104768684,7.52260740949492,7.94771915869624,7.43708838940814,8.33637298424517,7.50945364330577,7.62464076420197,7.96399818331971,7.99521585308972,8.20987753047884,7.76129091879113,7.82146666636591
"Crhr1",7.81586780551893,7.67656793289242,7.62888360070116,7.90817879502185,7.90047875847082,7.77985268729749,8.04641839671764,7.90097018379042,8.13284775518437,7.8817591757444,7.9569042907002,7.86793633516478,7.83487246171861,7.96164442884076
"Crhr2",7.10002704064862,7.10002704064862,7.26029517690277,7.10002704064862,7.26543178697366,7.30672704565672,7.10002704064862,7.10002704064862,7.21246386038792,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Crim1",10.0386085378734,10.0700564935432,10.2796770707579,9.735703245995,9.90648288394822,10.2126318758773,10.1860191573573,9.94558906526195,9.75436752946026,9.80442312440842,10.020397991106,9.93093475071326,9.9138676666897,9.76267444834926
"Crip1",7.28981353680072,7.10002704064862,7.35323840666608,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.32480510022515,7.25899652582281,7.39596755525698,7.21943179020887,7.30751190000743,7.10002704064862,7.44077712800954
"Crip2",8.24794860562903,8.21062884907777,8.21181589812625,8.21571018383766,8.29820614139144,7.98012659482142,8.07142547162174,7.9770572249625,8.36576794394976,8.31299084251143,8.35729965564762,7.96792316678399,8.32826835443744,8.34411662583133
"Crip3",7.10002704064862,7.10002704064862,7.21338284729887,7.52260740949492,7.21701786864841,7.21943335629514,7.10002704064862,7.28361934174667,7.41748601841522,7.20481831745087,7.2688427299826,7.10002704064862,7.28856804299087,7.21384508154889
"Cript",7.68146710406611,7.84668161954677,7.94397964326407,7.95472121785372,7.97765191265523,7.86509302527485,7.72726086431233,7.75674073855913,7.8700371026942,8.03282767529715,7.94900958060517,7.68340601638028,7.73472490384816,7.98950889203592
"Crispld1",7.56325002605859,7.49310405491879,7.76492157079649,7.60886057627815,7.52046962257682,7.52909249340099,7.72726086431233,7.32480510022515,7.76881429703183,7.64147492038415,7.87392754248927,7.61981992092474,7.85769220251266,7.65434784959817
"Crispld2",7.39978277872297,7.10002704064862,7.29626424990556,7.10002704064862,7.21701786864841,7.26884494287119,7.10002704064862,7.10002704064862,7.25899652582281,7.20481831745087,7.10002704064862,7.10002704064862,7.23339306294794,7.10002704064862
"Crk",9.45464297616279,9.27553592245367,9.36298503162809,9.2843578944549,9.26607784262182,9.33716682071731,9.43562321309721,9.27610764247456,9.17218157482182,9.3447822130211,9.30603086494252,9.35743549183185,9.31439251551036,9.2863463787689
"Crkl",8.10250553505275,8.53314567859561,8.51645402432789,8.2483633845191,8.18449068018458,8.32159017824401,8.63618541779695,8.40510377972917,8.07465406268944,8.27597895052488,8.37223144822238,8.16778240008871,8.37850758424405,8.16749687049314
"Crlf1",7.33238350298076,7.32743726433593,7.32656417154425,7.35543088193608,7.36134080879668,7.30672704565672,7.10002704064862,7.28361934174667,7.50420330896997,7.70671410454832,7.39209223544678,7.21988726958263,7.67769630269305,7.64281378250392
"Crlf2",7.96753668468877,7.63090337115041,7.9146180820115,8.08747868717749,7.97027648077156,8.066768828978,7.99400637209984,7.91091479430155,7.99908071545915,7.74086440737417,7.75928341267764,8.07031354059403,7.94227836194235,7.98950889203592
"Crlf3",7.52319006028375,7.42130245593611,7.70615598685635,7.68204046978051,7.59409520410328,7.60420028167723,7.39989579562218,7.48857263850965,7.73118144047027,7.65129245361857,7.71596094796017,7.80237722930678,7.70691983987235,7.61894037203515
"Crls1",8.13513039152897,8.18920731346122,8.19058828152724,8.37465383866619,8.31842525472141,8.26821211702724,8.27924252068834,8.38797933221737,8.22382477121207,8.29671334593556,8.21169407762335,8.1040249008252,8.26854492169804,8.15632721393861
"Crmp1",10.1516831530998,9.91753638012945,9.95262426128819,10.1855812874296,10.2278972688964,10.155880541914,10.1081238893003,10.2148748078954,10.1145336739946,10.1349623919224,10.1962852003428,10.12776252496,10.043705749439,10.035140750272
"Crnkl1",7.85120636471818,7.67656793289242,7.75551661130708,7.50307155413099,7.84995057592986,7.85613549936091,7.93057413864091,7.90097018379042,7.87782975928028,7.87503318304008,7.9569042907002,8.07031354059403,7.95220255816697,7.87927878632619
"Crocc",8.99345120461141,8.95966923400071,8.83278031430147,8.76809677248445,8.87018473796885,8.94216945893527,8.81111009089338,9.13235920907151,8.95853897557637,8.77134992377937,9.05363260011245,9.01830670682429,9.08976468801857,8.72761714603661
"Crot",7.65040055863573,7.65422906890901,7.65212264273564,7.60886057627815,7.63325298158423,7.63117588945975,7.59255793148566,7.79291887233601,7.76881429703183,7.78872857354555,7.819079412241,7.74040957326455,7.70691983987235,7.80399995746864
"Crp",7.10002704064862,7.37840292964196,7.29626424990556,7.46075406490068,7.30255029384311,7.30672704565672,7.21354162837782,7.28361934174667,7.10002704064862,7.20481831745087,7.2688427299826,7.56239587388009,7.10002704064862,7.35426880845953
"Crtac1",8.06860464216295,8.252056396454,7.89180546269992,7.8049371492072,7.98495854458443,8.10036623861935,8.02715700920766,8.26573910921149,7.8043058852514,8.23312521991236,8.18810612488739,8.02799874933294,7.93222250435381,8.06773221379465
"Crtap",7.10002704064862,7.37840292964196,7.42007150328589,7.22785396999922,7.10002704064862,7.10002704064862,7.29653884316416,7.10002704064862,7.21246386038792,7.30947169382061,7.33863266797079,7.30751190000743,7.36647522313722,7.400694949154
"Crtc1",10.2290660391352,10.3133008968759,10.1710483465498,10.0743223531718,10.0435474680919,10.1327662048911,10.1171205377305,9.98968824468317,10.0433365942126,9.99522127710283,10.094184874867,10.0314917774508,10.205269449519,9.97281678399649
"Crtc2",8.07720679094935,8.14480005616481,8.15221615190651,8.1176124044497,8.06123355583807,7.91659108091298,8.04004778217401,8.10261853061633,8.14403678182831,7.96399818331971,8.32675723412261,8.01339695439226,8.05382649218125,8.16749687049314
"Crtc3",8.18193067631278,8.15610780365182,8.24784456066326,7.75871647951064,7.95531200781221,8.14531988046313,7.99400637209984,7.99495813067156,7.82970877398323,7.9015664352775,8.23470074893218,8.18000770239986,8.06246585461549,7.97570078626698
"Crx",7.39978277872297,7.32743726433593,7.50748677081771,7.38548436707947,7.21701786864841,7.36672398618745,7.21354162837782,7.39001942030442,7.32473039965414,7.35643104264416,7.41540415663434,7.26948632277505,7.28856804299087,7.29706362655115
"Crxos",7.33238350298076,7.10002704064862,7.29626424990556,7.10002704064862,7.38620398330365,7.10002704064862,7.21354162837782,7.10002704064862,7.32473039965414,7.35643104264416,7.2688427299826,7.10002704064862,7.39781977965702,7.21384508154889
"Cry1",7.76558974273883,7.52438177849456,7.76492157079649,7.66819461676925,7.64565535924722,7.89130228143923,7.95230406902231,7.87028767971316,7.9228925287552,7.9015664352775,7.78987819455346,7.94415384848368,7.66248376381678,7.81279110154242
"Cry2",9.5335951436953,9.72535326784532,9.88165785990395,9.47438457465454,9.71352290133516,9.82367002322061,9.79009896470128,9.59399751039336,9.40063929197885,9.39428973512367,9.53093369781974,9.3085994986104,9.29755747771742,9.23775159382681
"Cryab",7.73885663743952,7.2609135000678,7.59187524227312,7.66819461676925,7.7036825507933,7.52909249340099,7.52334904049831,7.28361934174667,7.73118144047027,7.56673321482859,7.30672433774387,7.45878606227314,7.63068457869641,7.85509239838604
"Cryba1",7.10002704064862,7.32743726433593,7.21338284729887,7.10002704064862,7.33381691826501,7.10002704064862,7.10002704064862,7.28361934174667,7.29467494664535,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Cryba2",7.10002704064862,7.37840292964196,7.45766534847145,7.10002704064862,7.10002704064862,7.21943335629514,7.10002704064862,7.10002704064862,7.21246386038792,7.24819174357296,7.10002704064862,7.10002704064862,7.28856804299087,7.21384508154889
"Cryba4",7.39978277872297,7.10002704064862,7.10002704064862,7.22785396999922,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Crybb1",7.39978277872297,7.58071008155386,7.21338284729887,7.43756555975893,7.55141136617274,7.30672704565672,7.37772269733582,7.79291887233601,7.25899652582281,7.24819174357296,7.36672049623145,7.21988726958263,7.39781977965702,7.47654719769874
"Crybb3",7.45444920785166,7.37840292964196,7.45766534847145,7.63938172836313,7.26543178697366,7.41540827900818,7.39989579562218,7.10002704064862,7.10002704064862,7.28145119228746,7.33863266797079,7.33954128945174,7.10002704064862,7.37846313860718
"Crybg3",7.61737715831411,7.32743726433593,7.43939893334315,7.43756555975893,7.26543178697366,7.47666030197681,7.77511426085971,7.32480510022515,7.35118974618706,7.35643104264416,7.43708398613138,7.51393348102726,7.59675747404488,7.44077712800954
"Cryga",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21701786864841,7.10002704064862,7.29653884316416,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Cryl1",7.76558974273883,7.79494091102308,7.68517353703045,7.89850945897128,7.74616896667061,7.8739374618577,7.85312283803621,7.88066218665917,7.74081073810885,7.74910406138208,7.88266264085394,7.6712826109504,7.78676214030208,7.91785541527883
"Crym",9.28403093322759,9.30447813403359,9.00565894217113,9.20606611644815,9.44477808913244,8.94813621250711,9.09704766151903,9.26791718273616,9.09944319876658,9.25969264151626,9.1810537010315,9.04356187680887,9.32272984596151,9.3471380295533
"Cryz",7.36823285503107,7.32743726433593,7.66336615374683,7.43756555975893,7.52046962257682,7.45743358016286,7.42051819659729,7.32480510022515,7.53396555825212,7.58930162506909,7.52908690387331,7.33954128945174,7.63068457869641,7.58081341483365
"Cryzl1",8.12708696149649,8.02282278484484,8.3665793602508,8.2674309685612,8.19022899790027,8.12633426493938,8.15921753288293,8.21221049160897,8.12719989317937,8.30488569476561,8.13902321854724,8.32597614190583,8.22658128320855,8.22661063433288
"Cs",9.26069537293904,9.34870852830854,9.43659721762506,9.44917644196671,9.46599256930538,9.51951676076074,9.49508997673567,9.41298130627531,9.47989904686067,9.44669708683864,9.35459578799813,9.45407370839949,9.31160161694154,9.50913526311994
"Csad",7.85120636471818,7.98244943712135,7.90709277737713,8.10267641991984,7.90047875847082,7.89130228143923,7.88511124108532,7.9494117562266,7.75028835106901,7.83325906822778,7.8285327887359,7.82176812945065,8.24077546766013,8.02955447807165
"Csdc2",8.21918028827135,7.98244943712135,7.97224744430127,8.35756251324888,8.16117032248412,7.98771298034685,7.98720833169184,7.9770572249625,8.10423847847949,8.22431815939866,8.16389729468105,8.36181464233123,8.25476078071894,8.15632721393861
"Csde1",9.64618550739272,9.71635579865151,9.69780749362969,9.81746350462809,9.64153955069477,9.83587299223086,9.79576241560146,9.73829282411406,9.43363487789135,9.63662543611609,9.60303664189604,9.64810216079993,9.69503113468124,9.6282265632141
"Cse1l",8.58780879333695,8.61484496613708,8.57689363046396,8.41888604938589,8.33824078616684,8.45756745467858,8.52604149664685,8.45485037660654,8.36134965720202,8.53367964936833,8.52374535142244,8.50270494663373,8.55310960957311,8.33949054031719
"Csf1",7.50161754668462,7.79494091102308,7.52276081014399,7.54125574462323,7.40904939703048,7.64414112674178,7.82812386047982,7.75674073855913,7.50420330896997,7.67039684572421,7.56065263842138,7.6712826109504,7.76129091879113,7.42137187229743
"Csf1r",8.90317734760766,8.90491768707169,8.32545623914891,8.40252001107497,8.45843066942635,8.48453645253544,8.34098875324456,8.46559342568641,8.60179234220859,8.52712673014257,8.51945634435611,8.60347161447999,8.53739868836612,8.64344289983202
"Csf2",7.10002704064862,7.37840292964196,7.10002704064862,7.10002704064862,7.10002704064862,7.21943335629514,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Csf2ra",8.3551714667694,8.18920731346122,8.14094664227938,8.18874289880863,8.32341617468845,8.20586689766308,8.04004778217401,8.11803127518676,8.056397197363,8.28432567654406,8.20585305673837,8.08395769174055,8.00000040332657,8.23180322850359
"Csf2rb",7.52319006028375,7.2609135000678,7.10002704064862,7.43756555975893,7.26543178697366,7.10002704064862,7.29653884316416,7.10002704064862,7.29467494664535,7.33414201067535,7.10002704064862,7.21988726958263,7.42612741795521,7.10002704064862
"Csf2rb2",7.56325002605859,7.32743726433593,7.55171976633471,7.48251212601347,7.30255029384311,7.30672704565672,7.3268810007868,7.64787797180212,7.21246386038792,7.30947169382061,7.21943179020887,7.39320316877115,7.45213148563627,7.52447318709857
"Csf3",7.10002704064862,7.10002704064862,7.10002704064862,7.35543088193608,7.10002704064862,7.30672704565672,7.21354162837782,7.10002704064862,7.10002704064862,7.28145119228746,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Csf3r",7.73885663743952,7.45903949292327,7.37733525732744,7.22785396999922,7.52046962257682,7.33863579213739,7.3268810007868,7.52929446324023,7.69099690996523,7.30947169382061,7.52908690387331,7.56239587388009,7.42612741795521,7.400694949154
"Csgalnact1",7.23427470519433,7.58071008155386,7.37733525732744,7.32128530229611,7.52046962257682,7.45743358016286,7.10002704064862,7.35949116970925,7.58792349470651,7.46216300416017,7.30672433774387,7.30751190000743,7.28856804299087,7.61894037203515
"Csgalnact2",7.60001117300501,7.71870894704469,7.66336615374683,7.63938172836313,7.73583001625538,7.61787124441493,7.81958119824307,7.67713324284186,7.65885329424309,7.79636388924978,7.96471872702372,7.86793633516478,7.85769220251266,7.80399995746864
"Csk",7.82785415999797,8.04866359107771,7.89180546269992,7.82686569284862,7.86719812800741,7.78988707900912,7.88511124108532,7.83820698727472,7.85418749295874,7.78872857354555,7.76964817403145,7.9112541242417,7.89058010617977,7.92533279634392
"Csmd1",9.38151441370867,9.30038244408955,9.29324354210087,8.98817766162932,8.99732191483041,9.39937003230588,9.35784102166183,9.37060376977766,8.82018769375599,9.13156476939015,9.29926726725143,9.29495985274022,9.19477962226891,8.83910310433781
