Gene	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
A230056P14Rik|320845	180	198	124	206	171	140	209	168	131	183	132	170
A230057D06Rik|319893	70	49	93	92	162	44	53	66	91	53	44	86
A230065H16Rik|380787	37	36	16	30	24	18	24	27	5	91	52	32
A230070E04Rik|100043072	747	662	725	656	751	721	699	745	689	526	554	593
A230072C01Rik|320742	503	660	545	463	661	466	555	478	455	427	379	378
A230072E10Rik|331547	16	25	29	22	45	7	28	10	27	20	17	15
A230073K19Rik	238	172	212	261	330	177	182	136	243	211	162	179
A230077H06Rik|320210	470	564	653	708	547	663	420	657	647	538	438	455
A230103J11Rik|320466	119	90	76	126	96	123	123	69	131	71	88	63
A230108P19Rik|320132	5	0	0	5	0	0	0	2	0	0	0	0
A2m|232345	2179	891	1132	1829	1157	1103	798	931	994	1117	879	675
A330009N23Rik|380977	598	594	508	582	851	484	781	555	606	441	466	547
A330021E22Rik|207686	473	310	290	413	572	289	256	197	354	353	252	262
A330023F24Rik|320977	1371	1299	2051	1247	3139	1051	1323	1155	1298	1196	1101	1217
A330032B11Rik|319931	58	31	37	53	90	57	84	62	62	42	37	49
A330033J07Rik|320614	28	17	7	13	26	12	10	14	10	4	13	6
A330035P11Rik|319727	21	20	33	41	62	53	37	11	29	29	41	9
A330040F15Rik|74333	2	2	4	1	21	2	8	1	3	2	5	0
A330041J22Rik|319556	12	41	59	22	27	46	38	37	36	9	30	25
A330048O09Rik|320315	197	113	89	141	155	118	135	80	90	106	68	91
A330049N07Rik|327768	24	11	23	52	58	31	22	15	32	33	13	29
A330050F15Rik|320722	358	355	350	410	457	318	241	459	528	247	295	280
A330069E16Rik|606735	118	115	116	62	219	89	85	78	51	80	60	90
A330070K13Rik|381673	1	12	10	5	3	10	22	12	5	12	23	10
A330074K22Rik|434353	37	36	102	65	60	24	17	52	81	58	64	20
A330076C08Rik|100503592	26	39	23	37	89	23	44	33	30	42	37	25
A330076H08Rik|320026	21	12	24	12	117	14	13	19	35	17	9	14
A330093E20Rik|107003	109	139	60	98	126	89	99	80	98	86	97	78
A330102I10Rik|77920	104	113	105	109	176	120	161	97	170	119	71	130
A3galt2|215493	9	3	15	14	20	6	6	11	0	2	0	1
A430005L14Rik|97159	682	607	480	575	641	519	687	415	571	411	399	547
A430033K04Rik|243308	1021	870	939	1033	952	1078	1106	976	1042	887	971	836
A430035B10Rik|320312	64	47	20	55	41	53	60	69	55	40	46	40
A430078G23Rik|319493	363	426	383	353	490	410	414	390	360	347	355	368
A430088P11Rik|106059	6	17	7	9	7	19	17	15	14	12	8	11
A430089I19Rik|331195	0	0	0	0	0	0	0	0	0	0	0	0
A430090L17Rik|319803	0	0	0	0	0	0	0	0	0	0	0	0
A430093F15Rik|403202	0	0	0	27	0	0	6	4	9	6	0	2
A430105I19Rik|214239	443	384	349	341	501	389	426	295	410	347	302	268
A430107P09Rik|320898	193	299	248	229	337	222	246	267	255	199	182	184
A4galt|239559	60	49	53	76	78	50	92	44	65	57	46	82
A4gnt|333424	3	8	4	4	0	7	2	0	7	0	0	10
A530006G24Rik|381384	0	0	0	0	0	0	0	0	0	0	0	0
A530013C23Rik|329562	13	11	6	8	0	9	17	9	0	3	2	6
A530016L24Rik|319942	9	2	1	0	0	0	11	1	8	6	7	0
A530032D15Rik|381287	0	0	0	0	0	3	0	0	0	0	0	0
A530046M15Rik|328190	3	1	4	0	0	2	0	1	0	7	5	2
A530050N04Rik|442846	0	0	6	9	3	0	4	6	4	8	9	5
A530053G22Rik|208079	0	0	0	0	0	0	0	0	0	0	0	0
A530054K11Rik|212281	226	206	158	170	131	157	214	154	234	171	129	171
A530058N18Rik|320846	21	19	27	25	66	30	32	32	25	24	19	18
A530064D06Rik|328830	6	5	0	2	12	0	9	11	13	1	8	4
A530065N20Rik|328263	1	3	1	6	0	3	6	0	2	0	0	1
A530072M11Rik|100415915	54	23	7	7	19	20	28	16	13	32	50	12
A530088E08Rik|664702	4	0	2	0	0	8	3	5	7	0	0	2
A530099J19Rik|319293	0	0	0	0	0	6	0	0	0	13	0	7
A630001G21Rik|319997	28	3	31	23	37	27	31	14	13	18	28	10
A630007B06Rik|213993	533	384	452	518	571	429	507	499	481	477	475	269
A630010A05Rik|545280	0	0	0	0	0	0	0	2	0	0	0	0
A630012P03Rik|100504594	0	0	0	0	0	0	0	0	6	0	0	0
A630019I02Rik|408254	14	11	4	0	27	6	12	8	7	0	18	1
A630020A06|328489	25	12	29	15	68	21	24	7	19	17	21	6
A630023A22Rik|105518	0	0	0	0	0	0	0	0	0	0	0	0
A630023P12Rik|231603	28	29	12	20	31	10	9	8	19	7	2	19
A630033H20Rik|213438	7	3	7	3	21	0	14	6	7	3	2	13
A630066F11Rik|320642	33	17	22	26	16	33	33	38	26	16	13	27
A630072M18Rik|320770	270	301	256	234	437	222	268	223	368	187	213	197
A630073D07Rik|381819	0	0	0	0	0	0	0	0	0	0	0	0
A630075F10Rik|100043910	26	34	53	68	67	37	37	51	50	25	34	16
A630076J17Rik|319929	0	0	0	0	0	0	0	0	0	0	0	3
A630077J23Rik|319973	1	3	0	0	16	0	3	0	3	0	0	0
A630089N07Rik|320586	568	476	585	646	751	583	575	507	712	459	496	471
A630095E13Rik|235973	0	0	0	0	0	0	0	0	0	0	0	0
A630095N17Rik|381272	0	0	0	5	0	0	0	0	3	0	0	9
A730006G06Rik|320638	0	0	2	1	3	1	4	0	0	0	0	0
A730008H23Rik|212427	0	0	0	0	0	0	0	0	0	0	0	0
A730017C20Rik|225583	2354	2407	1822	2100	2564	1971	2367	1789	2195	1855	1804	2033
A730017L22Rik|613258	585	543	519	386	645	528	429	450	552	409	386	387
A730018C14Rik|100504733	0	0	0	3	5	0	5	0	0	0	0	0
A730020E08Rik|100504262	76	57	57	24	111	35	40	46	83	88	26	43
A730020M07Rik|100503044	30	28	32	31	1	10	11	8	11	33	19	26
A730036I17Rik|329513	31	45	35	32	48	35	32	14	21	22	15	32
A730043L09Rik|330958	0	10	4	5	0	0	3	0	10	0	0	3
A730046J19Rik|319764	4	0	3	0	19	1	3	1	8	1	8	2
A730056A06Rik|319783	145	116	75	100	100	85	83	61	96	89	72	92
A730082K24Rik|101786	11	6	5	2	1	0	6	4	10	4	0	1
A730085K08Rik|654800	0	0	0	0	0	0	0	0	0	2	0	0
A730090H04Rik|320453	46	33	31	52	13	3	20	25	18	12	32	19
A730090N16Rik|319798	1	10	7	0	0	1	0	2	9	3	10	1
A730098P11Rik|624582	121	144	70	77	67	86	119	80	98	96	72	92
A830009L08Rik|320297	7	0	9	19	39	22	11	6	22	8	1	4
A830010M20Rik|231570	4376	4343	3996	4751	6465	4448	4541	4057	4622	3680	3910	3594
A830018L16Rik|320492	1656	1747	1350	1864	2478	1598	1733	1498	1607	1306	1365	1415
A830019L24Rik|320072	0	9	2	6	3	7	0	9	9	7	0	2
A830052D11Rik|402767	43	23	34	36	80	40	31	26	45	32	32	16
A830080D01Rik|382252	215	156	108	319	252	153	143	136	187	137	178	128
A830082K12Rik|320174	486	478	543	759	670	542	447	513	800	444	418	413
A830082N09Rik|414093	1446	1265	1222	1353	1783	1326	1363	1319	1538	1087	1120	1141
A930001A20Rik|77127	0	0	3	4	0	1	4	0	0	1	0	0
A930001C03Rik|319314	18	39	2	37	8	14	32	21	6	21	12	15
A930003A15Rik|68162	1	3	5	6	0	5	2	1	7	1	3	0
A930003O13Rik|330052	9	4	5	10	1	3	11	1	3	11	6	2
A930004D18Rik|77940	235	289	247	228	273	158	197	214	223	171	157	151
A930005H10Rik|68161	225	243	171	117	247	197	220	124	166	134	132	132
A930006I01Rik|319854	2	0	0	0	0	0	0	0	0	0	0	0
A930006K02Rik|100503120	46	28	22	29	37	13	19	22	31	13	3	12
A930007I19Rik|77779	2	13	12	11	20	7	15	6	8	4	9	16
A930009A15Rik|77798	15	18	19	9	15	21	5	5	24	20	22	11
A930011G23Rik|319818	0	3	0	6	1	2	0	5	0	1	2	0
A930011O12Rik|268755	2119	2172	3086	1814	4964	1589	2050	1802	2069	1756	1499	1942
A930012L18Rik|626275	53	58	44	40	36	21	34	44	28	35	33	38
A930013F10Rik|68074	199	218	296	228	344	210	176	214	228	303	166	168
A930015D03Rik|77810	27	16	39	45	0	11	45	26	33	14	25	21
A930016O22Rik|100503495	21	18	31	22	80	15	27	21	18	19	31	18
A930017M01Rik|239410	240	201	198	223	262	166	220	287	329	214	220	200
A930018P22Rik|68243	4	5	0	1	0	0	0	2	0	0	0	3
A930019D19Rik|77806	3	0	0	0	0	0	0	0	0	0	0	0
A930024E05Rik|109202	178	224	151	146	268	168	198	222	230	172	173	163
A930041C12Rik|78443	1	8	5	0	0	3	3	0	5	1	3	0
AA387883|100043450	54	55	62	42	71	52	62	19	30	37	26	37
AA388235|433100	176	226	212	174	247	228	163	207	292	154	180	169
AA413626|100359413	4	0	11	1	0	1	5	5	0	2	2	2
AA414768|245350	339	465	297	470	714	394	419	314	450	280	366	329
AA415398|433752	270	283	244	309	351	328	283	265	245	238	240	195
AA465934|613254	30	34	31	30	29	65	45	23	22	13	17	19
AA467197|433470	0	14	5	2	0	10	0	4	1	0	1	10
AA474331|213332	66	43	20	58	48	58	44	16	31	27	49	9
AA536875|380934	3	5	8	3	1	3	8	8	3	6	4	3
AA543186|100272219	24	11	3	39	12	8	6	9	9	10	10	13
AA543401|100417434	0	0	0	0	0	0	0	0	0	0	0	0
AA545190|57866	0	0	0	0	0	0	0	0	0	0	0	0
AA619741|241051	0	7	0	1	0	0	0	0	0	0	0	0
AA792892|100554	0	0	2	1	0	7	0	5	10	5	0	4
AA986860|212439	126	83	92	120	239	92	85	93	196	112	94	93
AA987161|100416706	243	237	209	266	266	197	281	223	325	209	191	216
AB041803|232685	12	5	11	2	13	14	3	2	1	11	2	4
AB124611|382062	61	44	20	7	48	24	23	20	26	22	31	10
AF067061|236546	0	0	0	0	0	0	0	0	0	0	0	0
AF067063|380878	0	0	0	0	0	3	0	0	0	0	3	0
AF251705|140497	86	69	71	72	151	70	77	52	80	81	56	42
AF357355|100303646	0	0	0	0	0	0	0	0	0	0	1	0
AF357359|100303647	53	27	71	25	135	15	27	33	16	17	13	46
AF357399|100302567	0	0	2	0	5	0	0	0	0	0	0	0
AF357425|449562	0	0	0	0	0	0	0	0	0	0	1	4
AF357426|449561	0	0	0	0	0	0	0	0	0	0	0	0
AF366264|231201	2	0	7	10	0	0	0	0	0	8	6	11
AF529169|209743	11	1	9	4	0	2	8	5	4	30	7	5
AI115009|99542	95	109	88	134	119	78	103	94	85	95	108	53
AI118078|244886	223	238	255	338	331	197	222	274	231	256	208	197
AI182371|98870	10	15	4	4	29	1	12	2	18	7	10	0
AI197445|105120	15	13	10	19	2	24	21	19	27	41	13	25
AI314180|230249	3914	3454	3443	3551	5077	3329	3840	3082	3886	2932	3153	2735
AI314278|101521	14	6	18	7	37	9	17	11	2	13	11	14
AI317395|215929	41	57	41	35	42	21	45	61	47	31	44	25
AI413582|106672	540	570	451	561	882	567	618	418	564	433	460	539
AI414108|102623	3270	3826	5494	5648	5123	4804	3727	5576	6017	4762	4580	3819
AI427809|381524	0	1	1	2	0	0	0	3	1	10	0	0
AI429214|621080	97	169	65	110	57	122	127	107	126	88	82	69
AI450353|103729	15	19	41	26	18	24	40	24	17	35	46	27
AI462493|107197	879	863	676	743	1409	831	1011	663	932	556	532	732
AI463170|100504549	0	0	3	1	0	0	0	0	0	0	0	2
AI464131|329828	1886	1618	1319	1620	1987	1211	1084	1218	1304	1045	989	866
AI467606|101602	52	56	22	25	39	33	49	32	22	26	39	38
AI504432|229694	510	501	642	1089	896	514	465	615	974	511	478	480
AI506816|433855	3	2	5	14	6	1	2	4	9	8	6	1
AI507597|100165	5	0	0	1	0	0	0	1	4	2	0	0
AI593442|330941	11006	11660	9710	9740	12098	10698	12026	9588	11435	8694	8856	8324
AI597479|98404	2230	1921	1815	2256	2332	2044	2177	1798	2323	1743	1643	1563
AI606473|99686	1	0	0	2	1	0	0	0	0	0	1	0
AI607873|226691	29	33	31	27	40	40	38	23	19	25	27	16
AI646519|99041	0	0	0	0	0	0	0	0	0	0	0	0
AI661453|224833	28	14	6	2	15	17	7	13	8	4	0	9
AI662270|100043636	25	25	15	22	8	19	13	6	7	12	9	22
AI747448|99709	0	0	0	0	0	0	0	0	0	0	0	0
AI837181|107242	3318	3641	2820	2690	3694	3018	3925	2652	3407	2334	2591	2832
AI839979|100740	34	24	16	16	14	9	36	19	24	7	15	5
AI846148|68229	2018	2086	2305	2086	2523	2128	1947	1887	2238	1795	1856	1890
AI847159|100048701	4	11	5	0	13	15	13	2	5	11	4	7
AI848285|435145	17	15	1	2	22	10	26	7	3	7	2	1
AI854517|101694	766	829	915	917	1063	795	762	798	775	591	635	577
AI854703|243373	1270	1280	1645	1498	1976	1449	1248	1344	1566	1258	1110	992
AI987944|233168	326	333	199	300	360	284	364	235	296	309	256	239
AK010878|100233175	266	297	219	217	416	216	259	196	230	179	168	235
AK129341|234915	607	433	494	548	619	487	614	454	641	493	392	393
AU015228|99169	0	0	0	0	0	0	0	0	0	0	2	2
AU015791|104932	0	0	0	0	0	0	0	0	0	0	0	0
AU015836|385493	2	0	0	0	0	0	0	1	0	0	0	7
AU016765|100043582	0	0	0	0	0	0	0	0	0	0	0	0
AU018091|245128	4	4	1	1	6	5	5	2	4	0	5	3
AU018829|100041253	0	0	0	0	0	0	0	0	0	0	0	0
AU019823|270156	1019	1053	1359	1501	1188	1142	1033	1185	1513	1177	1039	915
AU019990|767814	0	0	0	6	0	0	2	0	0	0	0	0
AU021063|105968	37	8	1	3	0	9	11	10	14	10	8	0
AU021092|239691	57	62	50	29	54	34	51	35	22	23	34	51
AU022252|230696	747	678	681	820	799	657	734	598	852	765	733	454
AU022751|102991	0	0	0	4	0	5	10	0	0	2	0	4
AU022754|105975	54	71	54	94	135	84	85	117	87	52	41	88
AU022793|105976	3	1	8	3	22	1	2	2	5	12	2	1
AU023762|102688	56	67	45	111	72	17	39	26	63	30	30	33
AU040320|100317	3108	2927	2523	2990	3676	2703	3399	2802	3273	2438	2478	2301
AU040972|104522	0	9	10	18	0	7	7	6	2	9	12	6
AU041133|216177	210	160	155	142	216	154	140	135	157	129	105	135
AV039307|100502700	20	6	9	12	10	17	38	24	34	15	18	18
AV051173|100502959	21	15	7	19	12	8	10	11	8	26	10	16
AV320801|331531	0	0	0	0	0	0	0	0	0	0	0	0
AW011738|100382	133	158	108	130	104	87	122	80	153	84	74	83
AW046200|100502619	22	9	4	8	32	14	4	21	22	12	13	4
AW112010|107350	64	21	19	18	49	18	57	22	16	10	20	21
AW146154|101835	227	182	184	176	190	220	225	157	236	170	163	161
AW209491|105351	1374	1253	969	1042	1483	1062	1406	943	1272	808	853	1023
AW495222|105364	71	45	58	87	84	76	78	70	156	69	84	77
AW549542|100993	22	12	10	16	52	6	17	3	21	4	27	12
AW549877|106064	3117	2765	3424	4062	3374	3130	2703	3393	3872	3412	2680	2074
AW551984|244810	98	27	42	242	115	41	61	46	72	113	66	68
AW554918|225289	540	393	406	541	533	498	464	412	458	356	394	357
AW822252|331578	63	55	52	70	110	91	58	49	81	70	15	55
AY074887|246735	65	24	30	38	37	37	33	36	22	21	50	31
AY358078|278676	0	0	0	0	0	0	0	0	2	0	0	0
AY512915|414067	0	0	0	0	0	0	0	0	0	0	0	0
AY512931|434310	62	40	30	42	60	46	63	26	49	19	19	36
AY761184|382000	0	0	0	0	16	0	0	0	0	0	0	0
AY761185|100503970	0	0	0	0	0	0	0	0	0	0	0	0
Aaas|223921	781	740	566	559	934	570	857	540	555	566	478	539
Aacs|78894	3221	3146	2822	3036	3668	2899	3351	2619	2752	2411	2347	2425
Aadacl2|639634	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl3|230883	0	0	0	0	0	0	0	0	0	0	0	0
Aadac|67758	0	0	0	0	0	0	0	0	0	0	0	0
Aadat|23923	5	15	3	10	8	12	5	7	15	0	4	3
Aaed1|66129	136	103	40	100	87	106	131	63	120	127	71	50
Aagab|66939	3419	3315	2952	3034	4152	3065	3645	2650	3073	2608	2529	2705
Aak1|269774	19895	19458	19436	19972	27391	19471	22352	18637	21611	16459	17477	16871
Aamdc|66273	1671	1660	1336	1166	1628	1528	1975	1207	1378	1203	1144	1127
Aamp|227290	14066	12822	9169	9323	14131	10172	13655	9005	10574	8207	8705	10206
Aanat|11298	1	5	11	7	0	0	3	7	0	0	0	0
Aar2|68295	3736	3174	2513	3060	3752	2731	3243	2441	2892	2311	2146	2542
Aard|239435	113	152	89	142	132	107	141	64	162	76	95	136
Aars2|224805	942	980	771	770	1340	883	1194	873	874	720	729	865
Aarsd1|69684	5825	5783	4179	3666	6592	4934	6630	4016	4539	3781	4138	4815
Aars|234734	12653	13169	9456	10551	15780	11193	13036	9290	10701	8498	9637	9789
Aasdhppt|67618	1573	1587	1056	1161	1658	1153	1586	1011	1238	963	943	1179
Aasdh|231326	339	366	248	348	502	258	410	366	356	304	310	262
Aass|30956	759	352	264	458	347	320	305	288	370	470	319	266
Aatf|56321	1126	1248	801	1019	1360	1014	1185	765	1176	791	806	929
Aatk|11302	10022	10954	9078	8382	13663	9748	11758	9689	10323	8519	9081	9117
Abat|268860	8076	6176	5584	7064	8774	5333	6038	5452	6321	5461	4847	4482
Abca12|74591	3	5	1	0	19	2	3	8	5	2	6	2
Abca13|268379	14	6	1	7	8	6	0	3	7	5	0	0
Abca14|67928	0	0	0	0	0	2	2	0	0	0	0	3
Abca15|320631	0	0	0	0	0	0	0	1	0	0	0	0
Abca16|233810	0	0	0	0	0	0	0	0	0	0	0	0
Abca17|381072	18	29	13	21	35	20	14	28	14	11	19	6
Abca1|11303	1562	967	1323	1572	1365	1285	1234	1217	1438	1322	1218	925
Abca2|11305	7301	6525	6766	7741	9464	6156	6837	6263	7032	6144	6439	5063
Abca3|27410	3752	3334	3183	3620	4834	3183	3462	2930	3357	2595	2819	2671
Abca4|11304	3018	1041	1511	2199	2076	1684	1294	1091	1887	1901	1361	955
Abca5|217265	2007	1575	1848	2068	2010	1776	1746	1623	1985	1529	1373	1402
Abca6|76184	29	34	12	21	44	15	30	26	27	27	14	39
Abca7|27403	744	512	541	605	723	535	537	394	549	482	479	405
Abca8a|217258	395	252	244	230	321	195	212	176	284	160	203	206
Abca8b|27404	812	637	793	778	992	681	809	675	854	593	617	585
Abca9|217262	228	173	150	216	339	162	193	149	177	129	125	132
Abcb10|56199	812	791	802	821	1067	620	867	693	882	649	602	682
Abcb11|27413	0	0	0	3	0	4	0	3	0	3	5	2
Abcb1a|18671	308	364	199	230	543	180	313	200	176	191	124	140
Abcb1b|18669	105	130	96	149	140	120	102	108	168	106	84	77
Abcb4|18670	260	318	162	239	231	218	359	205	285	195	207	213
Abcb5|77706	0	0	0	0	0	0	0	0	0	0	0	0
Abcb6|74104	833	723	617	760	1395	626	820	598	659	626	584	509
Abcb7|11306	1676	1194	1098	1424	1792	1459	1429	1167	1637	1171	1215	1088
Abcb8|74610	2303	1872	1636	1823	2709	1776	2162	1417	1727	1409	1491	1567
Abcb9|56325	1251	1409	1284	1480	1855	1331	1467	1290	1293	1107	980	1070
Abcc10|224814	242	266	303	211	363	261	263	217	289	282	246	218
Abcc12|244562	20	22	32	2	47	13	16	27	10	12	7	18
Abcc1|17250	1322	1043	1093	1233	1401	1031	1141	1015	1238	1092	884	780
Abcc2|12780	0	0	0	0	0	3	0	6	5	0	0	1
Abcc3|76408	33	56	31	34	90	31	42	51	16	73	38	46
Abcc4|239273	845	598	590	765	765	593	635	563	719	614	467	500
Abcc5|27416	4678	4753	5098	5072	7302	4598	4982	4651	5346	4364	3884	3735
Abcc6|27421	24	33	26	14	14	14	7	11	2	16	18	6
Abcc8|20927	965	932	1139	859	1470	956	1301	1094	1121	815	1051	953
Abcc9|20928	307	111	120	126	212	119	189	128	112	178	101	136
Abcd1|11666	747	818	919	1081	847	835	645	786	996	811	752	646
Abcd2|26874	1073	783	837	823	1017	859	852	702	884	626	529	638
Abcd3|19299	4400	3821	2877	3516	5339	3481	3907	2765	3384	2866	2806	2794
Abcd4|19300	473	509	430	361	650	384	542	363	382	350	314	352
Abce1|24015	4837	4726	3748	4350	6085	4109	4976	3599	4268	3480	3641	3612
Abcf1|224742	7394	6741	4966	5536	8856	6287	7276	4979	6110	4664	4944	5239
Abcf2|27407	6368	6506	4907	5483	7858	5818	7031	4887	5758	4522	4593	5306
Abcf3|27406	5344	4511	3568	3723	6541	4013	4967	3417	4193	3142	3225	3668
Abcg1|11307	3866	3975	3364	3769	4639	3949	4734	3377	4268	3148	3451	3250
Abcg2|26357	614	454	333	516	753	346	519	354	425	352	331	310
Abcg3|27405	22	9	14	9	24	9	25	9	20	18	24	8
Abcg4|192663	2107	2181	1992	2386	2842	2260	2154	2015	2421	1947	1883	1786
Abcg5|27409	12	3	2	1	7	9	0	0	6	4	1	0
Abcg8|67470	3	0	2	0	0	0	0	0	0	0	0	0
Abhd10|213012	1162	1096	1340	1534	1380	1257	995	1256	1250	1028	1036	971
Abhd11os|69812	80	48	12	13	8	22	32	29	11	30	37	26
Abhd11|68758	959	892	686	656	1058	679	966	579	787	663	547	653
Abhd12b|100504285	0	0	0	0	0	0	0	3	0	0	0	0
Abhd12|76192	9993	11036	8122	8015	12254	9427	11851	7673	9370	7265	7541	8416
Abhd13|68904	2786	3041	3117	3387	3495	2858	2708	2914	3428	2865	2418	2329
Abhd14a|68644	1735	1825	1683	1571	1989	1561	1719	1359	1479	1299	1066	1145
Abhd14b|76491	1137	711	672	593	1324	614	669	489	636	678	504	514
Abhd15|67477	32	28	22	31	37	30	20	9	25	41	24	35
Abhd16a|193742	2457	2620	1953	2112	4005	2111	2710	1875	1954	1557	1783	2174
Abhd16b|241850	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17a|216169	2073	2640	2126	1928	2618	2378	2916	1856	1998	1742	1750	1910
Abhd17b|226016	1025	1002	959	1006	1049	1022	1143	867	1148	964	730	782
Abhd17c|70178	2122	2233	1900	1763	1966	2175	2550	1786	2128	1693	1726	1877
Abhd1|57742	111	84	71	101	164	92	107	145	133	85	55	122
Abhd2|54608	1188	556	784	1136	1122	785	822	785	991	1021	830	556
Abhd3|106861	2593	2268	1630	1957	2546	1652	2149	1374	1708	1558	1120	1408
Abhd4|105501	2376	2000	1526	1795	2442	1618	1996	1483	1798	1609	1364	1295
Abhd5|67469	1240	1111	1475	1722	1299	1237	935	1315	1554	1329	1112	904
Abhd6|66082	3088	3179	3415	3450	4486	3451	3602	2668	2940	2709	2303	2818
Abhd8|64296	5381	6092	5199	5013	7592	5626	6937	4822	4995	4061	4436	5306
Abi1|11308	8271	7334	6126	6223	9460	7075	9605	6088	7582	5805	6295	6099
Abi2|329165	8715	7957	6996	8059	10852	7475	9443	7394	8483	7066	6502	6570
Abi3bp|320712	53	38	55	74	66	33	80	54	30	36	51	24
Abi3|66610	118	148	117	92	112	74	102	74	87	83	78	97
Abl1|11350	2073	1816	1778	2116	2227	1879	2165	1979	2300	1886	1966	1633
Abl2|11352	6653	6948	6348	7248	8761	7145	7933	6259	8211	5805	6565	5289
Ablim1|226251	5075	3466	3282	4657	6544	3215	3576	3500	4229	3741	3078	2845
Ablim2|231148	4919	5319	4720	5862	8160	4856	5938	4834	5428	3744	4065	4913
Ablim3|319713	1996	1911	1894	1780	2416	1726	2028	1366	1825	1482	1436	1298
Abo|80908	0	0	0	0	0	0	0	9	0	0	0	0
Abracl|73112	1715	1837	1376	941	1709	1729	2365	1136	1578	1238	1339	1617
Abra|223513	4	4	3	0	15	0	0	0	0	0	1	5
Abr|109934	42858	42440	35701	38723	54123	40068	48972	35970	42070	31874	35178	32035
Abt1|30946	1085	1038	1007	954	1413	937	1223	938	1110	794	863	875
Abtb1|80283	1534	1414	1891	1555	1830	1432	1592	1230	1636	1282	1154	1224
Abtb2|99382	360	291	211	265	312	188	205	194	188	154	154	150
Acaa1a|113868	1778	1552	1235	1026	2080	1295	1562	1011	1169	1034	898	1134
Acaa1b|235674	11	1	3	5	16	4	13	7	10	8	3	6
Acaa2|52538	4981	2488	2445	3462	3906	2692	2614	1894	2882	2601	1956	1905
Acaca|107476	3377	2880	2622	3271	4200	2726	3307	2713	2976	2421	2484	2317
Acacb|100705	853	372	339	501	679	468	412	325	436	489	324	222
Acad10|71985	124	89	76	100	177	59	103	69	111	83	55	83
Acad11|102632	1613	1576	1065	1391	1924	1182	1322	1083	1216	1142	939	921
Acad12|338350	105	36	78	75	80	38	68	84	77	65	38	59
Acad8|66948	4813	3028	2665	3542	4155	3015	3141	2369	3294	2629	2320	2235
Acad9|229211	2414	2680	2115	1898	3744	2296	2450	2045	2039	1678	1973	1876
Acadl|11363	3151	2163	1470	2075	2459	1645	1766	1237	1711	1441	1100	1234
Acadm|11364	4137	2840	2170	2715	3564	2279	2737	1930	2635	2413	1877	1999
Acadsb|66885	5021	3944	4143	4862	5517	4360	4560	3664	5141	4013	3587	3333
Acads|11409	619	444	332	485	425	443	397	360	466	428	314	362
Acadvl|11370	5532	4110	3602	3949	5569	3425	3525	2914	3727	3091	2700	2890
Acan|11595	47	59	83	94	126	81	94	92	61	62	74	47
Acap1|216859	8	1	7	1	28	1	0	5	0	0	3	3
Acap2|78618	5040	5089	5540	5155	6614	5233	5511	4402	5575	4437	4302	3991
Acap3|140500	7149	7248	6499	6081	8810	6935	8233	5807	6560	5121	5812	5580
Acat1|110446	8369	8331	6623	7384	9766	8053	8187	6035	7169	6195	5727	6310
Acat2|110460	1291	1434	1184	1665	1833	1272	1251	1239	1352	1203	1049	1135
Acat3|224530	740	653	432	427	620	408	655	414	464	334	360	465
Acbd3|170760	1536	1495	1422	1406	2160	1520	1752	1384	1562	1376	1292	1305
Acbd4|67131	1564	1461	1380	1303	1845	1289	1599	1111	1342	1035	1122	1138
Acbd5|74159	4639	3564	3394	4083	4506	3463	3713	3317	4290	3294	2801	2762
Acbd6|72482	1410	1483	1165	1013	1884	1244	1728	1053	1198	950	1119	1157
Acbd7|78245	28	52	21	13	28	35	21	23	33	18	15	28
Accsl|381411	10	0	7	11	53	0	0	2	5	4	0	0
Accs|329470	133	107	94	127	221	79	108	91	181	128	69	113
Acd|497652	1042	1037	989	1105	1496	1021	1177	833	935	874	916	932
Ace2|70008	225	97	107	94	126	128	127	85	70	68	46	65
Ace3|217246	0	5	0	6	0	0	0	0	0	0	0	0
Acer1|171168	7	17	7	2	17	2	1	2	10	8	7	0
Acer2|230379	378	231	384	419	381	352	310	346	325	398	359	204
Acer3|66190	521	388	352	379	623	337	428	332	328	333	286	303
Ace|11421	10224	4171	5229	8450	7854	5382	4742	3721	5852	5686	4624	3422
Ache|11423	1409	1265	1345	1068	1952	1157	1702	1403	1570	1283	1272	1278
Acin1|56215	6404	6094	5348	5528	8842	5627	6667	4630	6019	4538	5106	5218
Ackr1|13349	1480	1574	1426	1841	2694	1363	1559	1467	1401	1066	1195	1409
Ackr2|59289	155	167	115	85	305	137	152	156	127	100	129	94
Ackr3|12778	475	386	318	231	378	252	410	257	351	353	313	349
Ackr4|252837	111	13	15	94	78	29	25	30	68	57	32	45
Acly|104112	7329	6355	5080	6638	8916	5442	7149	5755	6746	5299	5485	5645
Acmsd|266645	2	4	24	20	0	17	9	10	1	8	6	16
Acn9|71238	211	181	155	198	128	157	243	159	210	240	160	164
Acnat1|230161	182	98	128	178	142	122	111	82	116	74	113	54
Acnat2|209186	0	0	0	0	0	0	0	0	2	3	0	0
Aco1|11428	2190	1855	1528	1764	2391	1484	1752	1477	1796	1464	1383	1244
Aco2|11429	29654	28833	21758	25870	36668	25627	30945	22607	25601	20914	22551	21929
