Gene	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
4932414N04Rik|75721	0	4	1	2	0	8	3	0	0	0	1	5
4932415M13Rik|211496	0	0	1	1	0	0	0	0	0	0	0	0
4932416H05Rik|654409	381	500	368	405	420	378	427	442	494	359	373	349
4932416K20Rik|442809	0	1	0	0	0	0	0	0	0	0	9	0
4932418E24Rik|329366	12	0	8	3	10	1	8	24	15	18	5	7
4932429P05Rik|245509	0	0	0	0	0	0	0	0	0	0	0	0
4932435O22Rik|319819	7	0	2	0	0	3	7	3	3	5	6	8
4932438A13Rik|229227	3317	2963	2668	3200	4787	3325	3617	2842	3069	2553	2816	2553
4932438H23Rik|74387	264	137	154	166	231	152	119	150	207	192	134	87
4932441J04Rik|319216	6	8	8	4	10	3	11	5	15	7	6	17
4932443I19Rik|403185	180	123	102	80	167	48	101	96	133	150	98	55
4932702P03Rik|73326	130	54	90	102	98	89	94	110	81	96	96	43
4933400A11Rik|66747	0	0	0	0	0	0	0	0	0	0	0	0
4933400B14Rik|71052	0	0	0	0	0	0	0	0	0	0	0	0
4933400C23Rik|331003	3	6	0	0	0	0	0	1	0	0	0	0
4933400F21Rik|74403	0	1	0	0	0	0	3	0	0	0	0	4
4933400L20Rik|71058	0	0	0	0	0	0	0	0	0	0	0	0
4933401B06Rik|71011	0	0	0	0	0	0	0	0	0	0	0	0
4933401D09Rik|71008	1	3	0	5	0	0	5	0	0	0	0	0
4933401H06Rik|71038	0	0	0	0	0	0	0	0	0	0	0	0
4933402C06Rik|71029	0	10	0	5	15	0	0	0	0	0	0	0
4933402D24Rik|74426	7	3	12	7	1	4	2	1	0	2	0	10
4933402E13Rik|74437	0	0	0	0	0	0	0	0	0	0	0	0
4933402J07Rik|330820	0	0	0	8	0	0	0	0	0	0	1	0
4933402J10Rik|71057	0	0	0	0	0	0	0	0	0	0	0	0
4933402J15Rik|74425	0	0	0	0	0	0	0	0	0	0	0	4
4933402N03Rik|233918	0	0	0	0	0	0	0	0	0	0	0	0
4933402N22Rik|545732	0	0	0	0	0	0	0	0	0	0	0	0
4933402P03Rik|108803	0	0	0	0	0	0	0	0	0	0	0	0
4933403O08Rik|71030	0	0	0	0	0	0	0	0	0	0	0	0
4933404G15Rik|74066	0	0	0	0	0	0	0	0	0	0	0	0
4933404K08Rik|74061	0	5	4	0	16	2	4	0	0	4	0	0
4933404O12Rik|66752	799	812	841	940	969	856	761	822	1091	812	722	612
4933405D12Rik|74057	1	8	18	14	31	2	6	11	9	13	10	3
4933405E24Rik|71056	0	0	0	0	0	0	0	0	0	0	0	0
4933405L10Rik|71046	10	4	8	12	0	11	11	6	8	1	12	5
4933405O20Rik|243996	0	3	0	0	0	0	0	0	0	0	0	0
4933406C10Rik|74076	28	13	33	32	53	38	28	23	12	36	28	13
4933406D12Rik|74065	0	0	0	0	0	0	0	0	0	0	0	0
4933406F09Rik|68308	0	0	0	0	0	0	0	0	0	0	0	0
4933406G16Rik|74059	0	0	0	0	0	0	0	0	0	0	0	0
4933406I18Rik|71045	8	6	2	0	0	0	1	0	6	3	0	0
4933406J08Rik|74401	0	0	0	0	0	0	0	0	0	0	0	0
4933406J10Rik|77800	0	0	0	0	0	0	0	3	0	0	2	3
4933406K04Rik|71033	0	0	0	0	0	0	0	0	0	0	0	0
4933406M09Rik|240755	0	0	0	0	0	0	0	0	0	0	0	0
4933407E24Rik|108809	2	13	0	7	0	0	4	2	23	0	4	0
4933407G14Rik|71125	0	0	6	0	0	0	0	0	0	0	0	0
4933407I05Rik|74072	0	0	0	0	0	0	2	2	0	0	1	0
4933407K13Rik|74396	28	43	29	40	62	25	38	38	46	66	34	60
4933407L21Rik|71141	192	146	110	125	237	88	150	106	148	141	113	90
4933408B17Rik|271508	22	21	28	6	47	30	27	25	44	38	24	53
4933408J17Rik|74454	13	7	0	5	0	4	8	3	0	3	3	0
4933408N05Rik|71122	7	2	5	9	0	8	0	6	14	7	13	2
4933409G03Rik|227998	5	1	0	0	0	0	0	0	0	6	0	0
4933409K07Rik|108816	2	0	7	2	0	9	3	3	5	0	6	7
4933411E08Rik|71067	18	8	11	8	7	21	16	11	13	1	1	7
4933411G06Rik|71090	0	0	0	0	0	0	0	0	0	0	0	0
4933411G11Rik|330228	0	0	0	0	0	0	0	0	0	0	0	0
4933411K16Rik|66765	0	3	0	2	0	0	8	0	0	0	1	0
4933411K20Rik|66756	1989	1982	1559	1770	2128	1989	2166	1703	2121	1725	1678	1494
4933412E12Rik|71086	306	253	218	173	349	187	270	227	216	219	182	231
4933412E24Rik|71088	0	0	0	0	0	0	0	0	0	0	0	0
4933412O06Rik|71071	158	187	148	187	189	184	169	153	218	127	138	154
4933413G19Rik|71149	14	7	9	17	40	6	0	11	27	7	21	6
4933413J09Rik|71106	0	0	0	0	0	0	1	0	0	0	0	0
4933413L06Rik|71100	1	0	0	3	0	0	0	1	5	2	0	0
4933415F23Rik|66755	0	0	0	1	7	0	5	1	1	8	0	6
4933416C03Rik|619332	0	0	0	0	0	0	0	0	0	0	0	0
4933416E03Rik|71081	0	0	0	0	0	0	0	0	0	0	0	0
4933416I08Rik|71159	0	0	0	0	0	0	0	0	0	0	0	0
4933416M06Rik|71174	0	0	0	0	0	0	0	0	0	0	0	0
4933416M07Rik|71082	15	12	5	4	0	0	1	1	14	2	0	5
4933417A18Rik|66761	0	0	0	0	0	0	0	0	0	0	0	2
4933417D19Rik|71186	12	40	11	23	49	30	16	20	38	21	14	17
4933417E11Rik|71134	0	0	0	0	0	1	0	0	0	0	0	0
4933417G07Rik|71182	0	0	0	0	0	2	1	0	0	1	0	0
4933417O13Rik|71153	4	15	1	18	29	4	4	12	3	3	3	14
4933421I07Rik|71162	0	0	0	0	0	0	0	0	0	0	0	0
4933421O10Rik|100504166	311	299	365	357	386	286	326	358	489	243	326	288
4933422A05Rik|71133	0	0	0	0	0	0	1	1	0	0	1	5
4933422H20Rik|432613	2	0	3	1	14	0	4	0	10	1	3	5
4933424G05Rik|74456	0	6	7	2	0	9	2	0	5	1	0	0
4933424G06Rik|71166	8	1	9	1	29	0	7	12	22	20	17	9
4933425B07Rik|74458	0	0	0	0	0	0	0	0	0	0	0	0
4933425L06Rik|66763	0	0	0	0	2	0	0	0	0	0	0	0
4933426M11Rik|217684	10038	11568	12686	11557	9574	11574	10814	10734	12765	10623	9025	7493
4933427D06Rik|232217	0	5	7	4	8	3	0	3	3	0	8	0
4933427D14Rik|74477	1401	1315	1318	1281	1739	1243	1460	1091	1230	1044	1100	1144
4933427E11Rik|66769	8	7	7	4	0	0	8	5	3	8	0	0
4933427E13Rik|71234	0	0	0	0	0	0	0	0	0	0	0	0
4933427G17Rik|74466	18	22	10	11	39	9	31	11	5	10	4	4
4933427I22Rik|71235	15	25	20	23	26	27	19	12	16	14	18	10
4933428C19Rik|71293	0	0	0	0	0	0	0	0	0	0	0	0
4933428G20Rik|100141474	8	42	20	40	1	17	36	29	42	33	28	31
4933429K18Rik|71232	0	0	0	0	0	0	0	0	0	0	0	0
4933429O19Rik|66770	89	24	29	65	55	40	32	22	27	34	8	13
4933430H16Rik|71285	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik|214106	7	4	9	6	0	18	6	5	14	5	15	8
4933430M04Rik|71316	0	0	0	0	0	1	7	0	0	0	0	4
4933430N04Rik|71249	0	0	0	0	0	0	0	0	0	0	0	0
4933431E20Rik|329735	5650	5165	4638	5612	6883	5062	5556	4779	5889	4804	4540	4046
4933431G14Rik|71265	0	0	0	0	0	0	0	1	0	0	0	0
4933432G23Rik|71196	0	0	0	0	0	0	0	0	0	0	0	0
4933432I03Rik|71264	0	0	2	0	0	14	1	4	17	0	5	1
4933432I09Rik|66779	3	6	21	35	32	16	19	10	7	14	10	5
4933432K03Rik|75793	0	0	0	0	0	0	0	0	0	0	0	0
4933433C11Rik|74472	0	0	3	0	0	0	0	2	0	0	0	0
4933433F19Rik|71314	0	0	0	0	0	0	0	0	0	0	0	0
4933433G08Rik|66785	0	0	0	0	0	0	0	0	0	0	0	0
4933433G15Rik|71274	0	1	6	0	0	0	0	0	2	0	0	6
4933433G19Rik|71226	67	61	65	78	59	47	77	42	53	12	61	56
4933433H22Rik|74473	0	0	0	0	0	0	0	0	0	0	0	0
4933434E20Rik|99650	2951	2667	2312	2571	2989	2413	2755	2049	2878	2013	1976	2013
4933434I20Rik|67555	0	0	0	0	0	0	0	0	0	2	0	0
4933436E23Rik|71209	0	0	0	0	0	0	0	0	1	0	0	0
4933436H12Rik|71244	0	0	0	0	0	0	0	0	0	0	0	0
4933436I01Rik|66780	0	0	0	0	0	0	0	0	0	0	0	0
4933438B17Rik|71247	0	0	0	0	0	0	0	0	0	0	0	0
4933438K21Rik|71270	7	0	0	0	0	0	0	6	3	0	0	0
4933439C10Rik|74476	335	274	329	187	970	188	218	197	212	144	180	172
4933439K11Rik|71319	8	0	3	18	14	4	13	0	0	16	9	0
4933440J02Rik|71321	0	0	0	0	0	0	0	0	0	0	0	0
4933440M02Rik|71208	6	0	0	0	0	0	0	0	0	0	0	0
5031410I06Rik|381622	11	7	13	9	15	10	11	12	0	5	15	0
5031414D18Rik|271221	81	59	84	52	109	34	38	57	41	58	34	36
5031425E22Rik|269630	552	604	508	480	682	521	518	397	509	472	478	447
5031425F14Rik|319684	0	1	0	0	0	0	0	0	0	1	4	0
5031426D15Rik|68144	51	67	56	24	90	48	41	28	25	36	46	46
5031434C07Rik|100503613	0	0	0	0	0	0	0	0	2	5	0	0
5031434O11Rik|100039684	17	35	42	38	72	16	28	27	8	25	8	31
5031439G07Rik|223739	4082	3896	5004	5253	4612	3978	4140	4311	5538	4470	4115	3048
5033403H07Rik|75954	0	0	0	0	0	0	0	0	0	0	0	0
5033404E19Rik|114668	8	16	13	17	14	18	10	9	1	10	3	30
5033406O09Rik|77675	7	10	6	12	9	2	2	0	13	9	9	3
5133400J02Rik|71297	0	0	0	0	0	5	0	6	4	3	0	0
5330411J11Rik|76676	0	2	3	2	0	1	1	2	7	0	0	0
5330413P13Rik|414081	108	146	89	75	69	60	147	116	79	110	71	70
5330417C22Rik|229722	699	654	722	1017	1023	681	872	812	892	671	737	577
5330426P16Rik|68190	138	110	137	177	139	119	136	134	193	163	120	100
5330434G04Rik|100043213	222	213	138	268	275	180	189	175	220	215	173	166
5330439B14Rik|321015	0	0	0	0	0	0	0	0	0	0	0	0
5430401F13Rik|71392	0	0	0	0	0	0	0	0	0	0	0	0
5430402E10Rik|71351	0	0	0	0	0	0	0	0	0	0	0	0
5430402O13Rik|73183	25	28	9	9	8	20	14	8	13	28	13	13
5430403N17Rik|330737	0	0	0	1	0	0	0	3	0	0	0	0
5430405H02Rik|74487	151	202	145	152	114	142	127	118	127	143	109	103
5430416N02Rik|100503199	165	141	106	137	293	101	142	97	135	93	117	110
5430416O09Rik|71406	11	31	3	14	65	11	5	11	8	20	5	14
5430417L22Rik	5810	5819	4165	4611	5200	5217	6397	4052	5604	4271	4192	4686
5430419D17Rik|71395	2	0	0	0	0	0	0	0	0	8	4	0
5430421F17Rik|74489	4	1	17	8	0	6	14	18	6	7	15	20
5430421N21Rik|100126226	0	0	0	0	0	0	4	0	0	0	2	0
5430425K12Rik|71416	0	0	0	0	0	0	0	0	0	0	0	7
5430427M07Rik|71349	0	0	0	0	0	3	3	0	0	0	0	0
5430427O19Rik|71398	12	12	17	12	6	0	22	5	14	10	8	8
5430428K19Rik|71422	0	0	0	0	0	0	0	0	0	0	0	0
5430434I15Rik|71342	0	0	0	0	0	0	0	0	0	0	0	0
5430435G22Rik|226421	80	52	61	63	30	30	57	43	49	49	39	53
5430437J10Rik|71432	0	5	0	0	0	0	0	5	0	0	7	0
5430440P10Rik|71362	9	7	7	10	8	18	5	9	12	4	9	4
5530400C23Rik|232426	0	0	0	0	0	0	0	0	0	0	0	0
5530401A14Rik|71388	0	0	2	0	0	13	6	0	0	17	3	7
5530601H04Rik|71445	346	357	301	350	588	322	377	282	327	302	302	261
5730403I07Rik|70487	8	7	5	0	0	0	0	1	0	1	10	4
5730405O15Rik|70489	7	25	5	15	21	9	9	25	24	11	16	11
5730408K05Rik|67531	15	39	10	13	12	7	8	12	28	7	9	10
5730409E04Rik|230757	11326	11689	8449	8684	13079	10877	12791	8566	10651	6966	8607	9595
5730412P04Rik|70491	0	0	0	0	0	0	0	0	0	0	0	3
5730416F02Rik|70550	0	0	0	0	0	0	0	0	0	1	0	0
5730420D15Rik|70523	2	0	0	4	0	0	0	0	0	7	0	0
5730422E09Rik|433966	3	6	6	5	0	3	5	0	0	1	0	0
5730435O14Rik|70538	0	0	0	0	0	0	0	0	0	0	0	0
5730455P16Rik|70591	3732	3570	3019	3132	4723	3453	4424	3088	3641	2808	3156	3064
5730457N03Rik|70593	0	0	0	0	0	6	0	0	0	0	0	0
5730460C07Rik|70594	0	0	0	0	0	0	0	0	0	0	0	3
5730480H06Rik|70592	80	64	78	60	74	68	101	56	65	52	40	65
5730488B01Rik|70602	0	0	0	0	0	0	0	0	0	0	0	0
5730507C01Rik|236366	143	115	139	101	71	84	108	125	174	109	102	100
5730508B09Rik|70617	99	131	98	85	106	111	77	88	78	94	72	95
5730522E02Rik|70626	41	75	115	108	80	77	74	105	134	120	70	31
5730559C18Rik|67313	113	128	148	121	142	178	109	136	134	127	156	109
5830403L16Rik|240817	45	22	27	29	90	64	37	41	43	9	45	45
5830411N06Rik|244234	0	0	9	6	4	0	5	0	0	4	3	3
5830415F09Rik|74753	166	179	155	236	237	139	131	162	196	205	151	149
5830416I19Rik|74757	31	29	24	24	20	13	22	23	31	25	20	14
5830416P10Rik|381232	77	95	102	101	260	153	132	121	101	115	109	131
5830417I10Rik|100302730	463	346	309	388	412	310	436	324	455	343	320	319
5830418K08Rik|319675	355	296	405	341	641	288	395	302	298	282	278	234
5830418P13Rik|100529079	10	8	2	16	3	16	13	16	23	5	10	17
5830428M24Rik|76062	8	2	11	13	0	0	1	7	2	9	1	0
5830432E09Rik|67765	0	0	8	1	0	0	3	0	5	0	7	0
5830444B04Rik|641454	9	16	11	15	0	8	3	19	20	24	25	20
5830454E08Rik|76100	40	27	14	25	45	11	30	36	35	28	27	54
5830473C10Rik|622307	9	0	0	0	0	0	0	0	0	0	2	0
5930403L14Rik|320939	3878	2463	2423	3493	3234	2772	2730	2508	3094	3104	2444	1951
5930412G12Rik|319616	49	60	57	67	32	26	29	34	29	59	42	22
5930430L01Rik|319982	108	78	84	128	120	83	155	108	129	117	100	69
5930438M14Rik|328324	4	7	9	3	19	5	3	10	26	2	5	2
6030407O03Rik|109198	6	0	3	8	0	5	0	2	1	0	0	6
6030408B16Rik|77717	6	19	14	4	10	2	12	8	10	6	7	8
6030419C18Rik|319477	3681	4272	3641	3509	4540	3470	4659	3476	4143	2982	3345	3574
6030440G07Rik|77878	9	5	8	9	1	1	14	10	0	3	5	3
6030443J06Rik|320719	36	25	45	41	61	5	13	17	36	20	15	14
6030458C11Rik|77877	3550	3670	3221	3580	4000	3415	3792	3105	3546	2716	2897	2664
6030466F02Rik|234863	0	0	0	6	0	2	3	2	4	0	0	0
6030468B19Rik|77727	1	0	0	0	0	2	8	2	0	0	9	0
6030469F06Rik|100043065	0	0	0	0	0	0	0	0	0	1	0	0
6030498E09Rik|77883	4	3	5	6	0	0	4	6	4	0	1	3
6230400D17Rik|76133	2	9	10	0	16	17	5	6	4	9	8	0
6330403A02Rik|381310	34792	34858	31081	31610	36853	35796	46111	32392	39302	32589	31450	28227
6330403K07Rik|103712	12838	12835	8962	9399	16913	11143	15769	9402	11155	8970	9444	10765
6330407A03Rik|70720	0	0	0	0	0	0	0	0	0	0	0	0
6330408A02Rik|321008	1960	2198	1707	2026	2369	1909	1960	1683	1975	1643	1726	1596
6330409D20Rik|70730	29	37	36	24	42	30	10	20	36	20	27	17
6330410L21Rik|319224	4	9	1	5	26	5	23	7	13	6	12	12
6330415B21Rik|70753	1	5	2	3	15	6	3	1	1	1	8	5
6330416G13Rik|230279	519	425	334	374	415	355	519	369	491	391	341	345
6330418K02Rik|69004	101	105	91	116	209	86	138	88	92	81	114	100
6330419J24Rik|320237	1432	1742	1506	2037	1869	1613	1654	1432	1727	1284	1487	1393
6330549D23Rik|229613	34	86	39	49	52	31	40	36	56	34	32	47
6430411K18Rik|76880	122	151	183	124	232	125	122	154	127	162	115	139
6430503K07Rik|78068	0	0	3	0	22	0	9	6	2	8	2	1
6430531B16Rik|381933	28	67	25	37	43	34	45	24	75	45	46	32
6430548M08Rik|234797	8228	7718	6776	9164	13142	7660	8489	7513	8854	6656	7034	6803
6430550D23Rik|320095	16	21	24	28	27	19	12	11	20	25	13	17
6430562O15Rik|320893	19	9	12	20	16	4	3	8	4	8	22	29
6430571L13Rik|235599	228	236	212	175	300	234	232	163	262	243	236	202
6430573F11Rik|319582	353	259	195	290	325	294	338	256	309	248	201	252
6430584L05Rik|330324	122	155	124	264	217	139	102	131	190	117	138	77
6430706D22Rik|78605	0	0	0	0	0	0	0	0	0	0	0	0
6430710C18Rik|76218	0	0	0	0	0	2	0	0	10	0	3	3
6530402F18Rik|76220	428	461	367	545	678	379	347	421	582	302	375	297
6530411M01Rik|67791	20	21	10	17	0	2	18	7	8	14	6	8
6720416L17Rik|102634678	0	0	1	2	0	0	5	1	0	4	0	1
6720468P15Rik|78073	5	6	8	7	47	2	7	1	8	0	2	0
6720483E21Rik|77741	13	17	4	9	11	7	8	12	0	6	11	15
6720489N17Rik|211378	127	111	94	72	89	94	68	91	100	92	86	73
6820408C15Rik|228778	530	448	379	389	401	429	454	263	469	408	289	278
6820431F20Rik|547150	6540	5703	9193	9637	7131	6589	6011	7775	10045	7767	6061	4953
7420426K07Rik|546157	0	0	0	0	0	0	0	0	0	0	0	0
7420461P10Rik|100038657	14	3	4	9	0	0	0	4	0	0	2	6
7420700N18Rik|74517	0	0	0	0	0	0	0	0	0	0	0	0
7420701I03Rik|71457	0	0	0	0	0	0	0	0	0	0	0	0
7530416G11Rik|328577	17	21	35	16	9	11	19	11	10	16	8	12
7630403G23Rik|77119	0	7	3	0	7	0	7	6	4	8	5	0
8030411F24Rik|78609	0	0	0	0	0	0	0	0	0	0	0	0
8030423F21Rik|211001	9	16	4	3	28	7	7	3	2	10	8	12
8030423J24Rik|77166	0	2	0	0	0	0	4	0	2	0	0	0
8030442B05Rik|77543	0	0	0	2	21	1	5	0	1	1	4	0
8030443G20Rik|77173	14	13	1	12	0	17	4	9	10	9	6	16
8030462N17Rik|212163	930	694	720	751	896	693	681	684	706	676	671	592
8430408G22Rik|213393	10	7	17	31	62	11	15	24	2	24	11	8
8430419L09Rik|74525	22314	22887	18750	17831	27141	20361	26097	19624	22622	17066	17460	18390
8430422H06Rik|74529	0	0	0	0	0	0	0	0	0	0	0	0
8430423G03Rik|71473	0	0	0	0	0	0	0	0	0	0	0	0
8430426J06Rik|78102	11	4	5	12	38	21	5	9	23	16	8	14
8430427H17Rik|329540	5061	5346	7096	7772	6074	6072	5207	6598	7923	6063	5367	4237
8430429K09Rik|71523	260	299	246	310	371	188	275	225	369	230	266	218
8430431K14Rik|78103	0	2	0	0	0	13	0	0	5	0	0	7
8430436N08Rik|71510	0	0	0	0	0	0	1	0	0	0	0	0
8430437L04Rik|74541	0	0	0	0	0	0	0	0	0	0	1	0
9030025P20Rik|100041574	79	79	77	100	125	87	113	84	77	66	72	78
9030204H09Rik|77665	0	0	0	0	0	0	0	2	0	0	0	0
9030404E10Rik|71528	3	1	0	0	0	0	0	0	0	0	0	0
9030612E09Rik|74530	40	31	67	41	93	32	25	33	24	44	21	13
9030617O03Rik|217830	290	217	139	277	373	175	196	190	197	202	160	119
9030619P08Rik|105892	0	8	0	2	0	0	0	1	0	0	0	0
9030624G23Rik|66808	198	201	198	209	333	236	286	204	248	203	200	181
9030624J02Rik|71517	2380	2215	1904	1837	2593	1901	2240	1638	2024	1640	1626	1645
9030625G05Rik|71545	0	2	0	2	0	3	0	1	2	1	0	0
9130008F23Rik|71583	16	17	16	24	16	8	10	7	5	22	10	10
9130011E15Rik|71617	968	864	900	1010	1247	794	976	726	990	767	822	712
9130015A21Rik|71581	0	0	0	0	0	0	0	0	0	1	0	1
9130015L21Rik|71613	0	0	0	0	0	5	0	0	0	0	0	0
9130019O22Rik|78921	122	113	134	172	83	115	144	119	185	94	106	90
9130019P16Rik|100042056	37	22	21	18	20	27	36	28	48	23	19	11
9130023H24Rik|100043133	268	178	127	181	220	154	126	155	173	195	125	150
9130024F11Rik|329160	199	192	169	152	229	261	291	227	187	159	202	216
9130204L05Rik|229550	0	0	0	0	0	0	0	0	0	0	0	0
9130209A04Rik|77668	0	0	0	0	0	0	0	1	0	0	0	0
9130221F21Rik|330350	25	9	47	22	11	24	16	22	42	13	20	17
9130221H12Rik|77124	834	786	796	728	1256	865	1032	797	775	792	746	800
9130227L01Rik|329159	0	7	0	2	0	3	9	4	0	1	2	6
9130230L23Rik|231253	0	0	0	0	0	0	0	0	0	0	0	0
9130401M01Rik|75758	984	1227	688	929	1210	1080	1389	723	959	772	779	925
9130409I23Rik|619326	0	5	0	4	0	0	0	0	0	0	0	0
9230009I02Rik|619293	3	1	0	4	0	0	12	4	5	4	0	7
9230102K24Rik|109335	2	1	8	5	0	6	6	4	8	6	6	10
9230102O04Rik|77682	0	0	0	0	0	0	2	2	0	0	0	0
9230104L09Rik|77705	3	4	0	0	0	0	0	0	0	0	4	1
9230105E05Rik|320626	10	6	5	11	9	7	3	6	16	6	6	4
9230110C19Rik|234912	856	846	873	1039	976	711	762	773	795	871	568	636
9230110F15Rik|77080	0	0	0	0	0	0	0	0	0	0	0	0
9230112D13Rik|78243	0	0	0	0	0	0	0	0	0	0	0	0
9230112J17Rik|100504561	8	9	7	8	20	8	13	8	16	10	6	17
9230114K14Rik|414108	55	50	20	53	48	36	33	32	47	41	53	16
9230116L04Rik|321017	0	0	0	0	0	0	0	0	8	0	0	0
9230116N13Rik|320054	10	2	1	2	14	7	12	0	0	4	3	1
9330020H09Rik|100048895	53	35	44	36	29	46	59	26	79	44	28	37
9330102E08Rik|330427	1707	2195	2204	2122	2607	2079	1999	2294	2515	2051	1815	1579
9330111N05Rik|319983	3	0	0	3	0	0	0	4	0	3	0	10
9330117O12Rik|328957	6	13	21	38	16	14	26	24	39	31	22	17
9330133O14Rik|100689703	435	414	366	443	415	377	420	434	452	443	455	465
9330151L19Rik|414085	378	401	306	386	701	376	528	407	417	337	339	414
9330158H04Rik|319472	26	19	31	15	14	17	26	16	27	30	12	22
9330159F19Rik|212448	4153	3813	3679	3603	4840	3768	4240	3515	3998	2973	3070	3172
9330159M07Rik|319673	48	35	61	60	106	52	36	50	24	35	66	17
9330162012Rik|493800	56	32	28	46	49	57	63	36	58	54	51	32
9330162B11Rik|320272	0	0	0	0	0	0	0	0	0	0	0	0
9330175E14Rik|320377	0	0	0	0	0	0	0	0	3	0	0	0
9330175M20Rik|442821	3	2	9	19	4	7	15	6	9	8	7	0
9330178D15Rik|329780	0	0	0	0	0	0	0	0	0	0	0	0
9330179D12Rik|77558	38	45	66	63	60	32	90	66	85	51	70	65
9330182L06Rik|231014	998	854	781	1010	1333	816	947	869	753	679	827	658
9330182O14Rik|328531	0	0	0	0	0	0	0	0	0	0	0	0
9330188P03Rik|380930	13	50	18	21	60	8	13	20	34	7	12	12
9430007A20Rik|381572	0	0	0	0	0	0	0	0	0	0	0	0
9430008C03Rik|68108	335	297	322	365	485	391	311	304	424	294	282	285
9430014N10Rik|77248	0	0	0	0	0	0	0	0	0	2	0	0
9430015G10Rik|230996	738	606	783	819	925	608	753	640	787	625	474	565
9430016H08Rik|68115	503	462	426	407	615	477	541	297	339	329	311	318
9430018G01Rik|319812	2	6	6	11	3	15	8	10	15	4	5	5
9430019J16Rik|77269	0	0	0	0	0	0	0	0	0	0	0	0
9430020K01Rik|240185	3991	3719	3527	3672	5224	3738	5266	3960	4242	3562	3566	3165
9430021M05Rik|77288	120	94	98	307	339	114	105	144	206	135	133	132
9430037G07Rik|320692	41	18	19	35	12	32	31	25	31	23	21	21
9430038I01Rik|77252	67	55	47	65	55	38	57	46	68	40	45	33
9430041J12Rik|77323	49	38	76	94	71	34	80	43	45	39	59	23
9430060I03Rik|100037260	9	2	7	9	5	15	9	11	7	2	11	10
9430069I07Rik|77358	0	0	1	1	5	0	4	0	0	4	0	3
9430076C15Rik|320189	17	8	9	9	39	6	7	3	6	8	3	4
9430083A17Rik|77428	111	153	175	161	216	165	175	170	151	177	134	135
9430091E24Rik|434350	96	81	130	113	74	57	77	102	141	77	62	45
9530002B09Rik|77432	0	0	0	0	0	0	0	0	0	0	0	0
9530003J23Rik|77397	0	0	0	0	0	0	0	0	0	0	0	0
9530026F06Rik|77341	0	5	5	1	4	5	1	2	3	3	6	9
9530026P05Rik|330385	47	5	9	11	0	15	22	4	17	27	15	20
9530027J09Rik|100500713	31	45	20	30	83	33	39	36	43	17	50	39
9530036O11Rik|654796	19	16	12	19	5	19	5	12	13	6	3	10
9530051G07Rik|319781	31	29	11	37	22	23	23	26	18	27	29	12
9530052E02Rik|619321	4	30	36	18	32	21	35	27	32	17	20	29
9530053A07Rik|319482	59	31	26	10	44	29	45	9	21	40	30	20
9530059O14Rik|319626	0	6	3	4	19	7	7	7	17	12	12	0
9530068E07Rik|213673	7150	6194	5445	5890	7606	5660	6368	4465	6000	4345	4386	4751
9530077C05Rik|68283	432	426	356	293	509	327	397	261	366	304	346	310
9530080O11Rik|319247	133	80	89	49	67	87	106	55	117	74	68	82
9530082P21Rik|638247	181	139	110	120	184	158	181	127	173	124	112	143
9530091C08Rik|320440	23	24	23	37	59	27	16	24	10	20	7	38
9630001P10Rik|319251	29	24	38	23	63	33	30	49	68	22	6	34
9630013A20Rik|319903	20	21	18	24	68	24	11	42	12	19	35	24
9630028B13Rik|319562	28	11	26	53	44	27	14	19	22	12	21	12
9630028H03Rik|320684	0	0	0	0	0	0	0	0	0	0	0	0
9630033F20Rik|319801	1709	1732	1235	1386	1949	1505	1825	1237	1459	1133	1297	1198
9830107B12Rik|328829	10	0	0	0	0	0	0	0	0	4	0	0
9830132P13Rik|329753	9	6	15	20	18	12	1	2	10	11	11	12
9830147E19Rik|208111	139	144	117	141	159	123	129	120	140	115	124	99
9830166K06Rik|402757	37	68	75	71	59	43	70	57	75	55	79	60
9930012K11Rik|268759	51	81	97	125	92	62	47	129	107	79	91	30
9930014A18Rik|320469	299	330	270	186	401	366	363	302	347	257	288	259
9930021J03Rik|240613	2151	1815	2419	2702	1735	2184	2119	2513	2640	2259	2067	1779
9930104L06Rik|194268	1275	1177	1113	1059	2005	1072	1248	966	1125	846	990	1032
9930111H07Rik|77762	0	3	0	0	0	0	0	0	0	0	0	0
9930111J21Rik1|667214	10	3	19	19	32	16	12	7	37	13	9	9
9930111J21Rik2|245240	0	0	0	0	0	0	0	0	0	0	0	0
A130010J15Rik|319266	500	450	449	446	487	489	467	410	542	398	409	343
A130077B15Rik|319272	1497	1507	1661	1683	2580	1632	1577	1529	1870	1597	1458	1440
A1bg|117586	0	0	0	5	0	0	0	3	0	0	0	0
A1cf|69865	0	0	0	0	0	0	0	0	0	7	0	0
A230001M10Rik|319951	29	40	50	30	10	18	18	21	55	35	18	36
A230009B12Rik|319750	8	18	32	27	0	23	40	16	19	9	30	13
A230020J21Rik|100125339	0	0	4	0	5	0	4	2	2	2	6	0
A230028O05Rik|319487	5	17	6	9	12	2	4	3	2	4	12	5
A230046K03Rik|319277	1089	862	929	1077	1352	1048	986	918	1052	962	733	804
A230050P20Rik|319278	2319	2299	2021	1770	3281	2000	2394	1676	1924	1463	1579	1888
A230056J06Rik|319469	27	61	30	43	51	34	46	48	55	49	18	33
