"gene","pvalue","lfc","color"
"Akap1",0.0988322401174167,-0.133455896752784,"none"
"Akap10",0.273536934066234,-0.334468639102653,"none"
"Akap11",0.176817977340525,0.150277214604222,"none"
"Akap12",0.125320485685466,-0.234283018957829,"none"
"Akap13",0.0351187817582406,-0.0685851354648476,"none"
"Akap17b",0.127764828101258,0.232021928814062,"none"
"Akap2",0.0019437799176977,-0.0051712288698872,"none"
"Akap5",0.0610024622205491,0.110912415501511,"none"
"Akap6",0.259324241894618,0.231106217848377,"none"
"Akap7",0.0730308174397613,-0.161895595259643,"none"
"Akap8",0.102984624888551,0.143991651702786,"none"
"Akap8l",0.0213692828657718,-0.0362657787776143,"none"
"Akap9",0.0471268001740629,0.0913140740678272,"none"
"Akirin1",0.0773119037440066,0.133767750630402,"none"
"Akirin2",0.0745622052121276,0.124910749250615,"none"
"Akr1a1",0.0272436113180291,-0.0465934659477437,"none"
"Akr1b10",0.0755168039146525,-0.152957967541972,"none"
"Akr1b3",0.0213692828657718,0.0587556941415549,"none"
"Akr1e1",0.0725637936265607,-0.158907154236518,"none"
"Akr7a5",0.0856874534144371,-0.184617203160116,"none"
"Akt1",0.156764981632619,-0.167032125236951,"none"
"Akt1s1",0.0306820724250575,0.0834541407827007,"none"
"Akt2",0.153050059205971,-0.237969666868051,"none"
