"ID","Genotype","TrainSession","APA2","TrainSessionCombo","TrainSessionComboNum","variable","value"
"16-122A","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.2102
"16-122A","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.0325
"16-122A","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.0347
"16-122A","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.0275
"16-122A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.2511
"16-122A","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.0151
"16-122A","FMR1KO","T5","consistent","T5_C2",7,"pTimeTarget",0.0078
"16-122A","FMR1KO","T6","consistent","T6_C3",8,"pTimeTarget",0.0126
"16-122A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.0965
"16-123A","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.2741
"16-123A","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.0173
"16-123A","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.0917
"16-123A","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.0227
"16-123A","FMR1KO","Retest","consistent","Retest",5,"pTimeTarget",0.0095
"16-123A","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.013
"16-123A","FMR1KO","T5","consistent","T5_C2",7,"pTimeTarget",0.0137
"16-123A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.1026
"16-124A","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.3084
"16-124A","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.0432
"16-124A","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.0205
"16-124A","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.0054
"16-124A","FMR1KO","Retest","consistent","Retest",5,"pTimeTarget",0.0026
"16-124A","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.0092
"16-124A","FMR1KO","T5","consistent","T5_C2",7,"pTimeTarget",0.0014
"16-124A","FMR1KO","T6","consistent","T6_C3",8,"pTimeTarget",0.0045
"16-124A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.0266
"16-124B","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.2584
"16-124B","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.0434
"16-124B","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.023
"16-124B","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.0078
"16-124B","FMR1KO","Retest","consistent","Retest",5,"pTimeTarget",0.0404
"16-124B","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.0438
"16-124B","FMR1KO","T5","consistent","T5_C2",7,"pTimeTarget",0.0376
"16-124B","FMR1KO","T6","consistent","T6_C3",8,"pTimeTarget",0.0397
"16-124B","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.1862
"16-125A","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.2303
"16-125A","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.1877
"16-125A","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.0259
"16-125A","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.0686
"16-125A","FMR1KO","Retest","consistent","Retest",5,"pTimeTarget",0.0461
"16-125A","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.0899
"16-125A","FMR1KO","T6","consistent","T6_C3",8,"pTimeTarget",0.0038
"16-125A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.0691
"16-126A","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.2868
"16-126A","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.024
"16-126A","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.0348
"16-126A","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.1
"16-126A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.1804
"16-126A","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.0272
"16-126A","FMR1KO","T5","consistent","T5_C2",7,"pTimeTarget",0.0668
"16-126A","FMR1KO","T6","consistent","T6_C3",8,"pTimeTarget",0.0282
"16-126A","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.0713
"16-357C","FMR1KO","Hab","consistent","Hab",1,"pTimeTarget",0.2228
"16-357C","FMR1KO","T1","consistent","T1",2,"pTimeTarget",0.0169
"16-357C","FMR1KO","T2","consistent","T2",3,"pTimeTarget",0.0099
"16-357C","FMR1KO","T3","consistent","T3",4,"pTimeTarget",0.0041
"16-357C","FMR1KO","Retest","consistent","Retest",5,"pTimeTarget",0.008
"16-357C","FMR1KO","T4","consistent","T4_C1",6,"pTimeTarget",0.0225
"16-357C","FMR1KO","T5","consistent","T5_C2",7,"pTimeTarget",0.0058
"16-357C","FMR1KO","T6","consistent","T6_C3",8,"pTimeTarget",0
"16-357C","FMR1KO","Retention","consistent","Retention",9,"pTimeTarget",0.0176
"16-122B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2363
"16-122B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeTarget",0.2286
"16-122B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeTarget",0.2655
"16-122B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeTarget",0.4193
"16-122B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.3426
"16-122B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.2648
"16-122B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.3166
"16-122B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.3203
"16-122B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.321
"16-123B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeTarget",0.121
"16-123B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeTarget",0.2199
"16-123B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeTarget",0.1664
"16-123B","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.38
"16-123B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.3087
"16-123B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.3685
"16-123B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.3571
"16-123B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.5258
"16-126B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2444
"16-126B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeTarget",0.1385
"16-126B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeTarget",0.1742
"16-126B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeTarget",0.1817
"16-126B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.2124
"16-126B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.2166
"16-126B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.1995
"16-126B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.093
"16-126B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.2135
"16-357A","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2272
"16-357A","FMR1KO","T2","yoked-consistent","T2",3,"pTimeTarget",0.2139
"16-357A","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.1337
"16-357A","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.1572
"16-357A","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.2351
"16-357A","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.1867
"16-357A","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.1166
"16-357B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2277
"16-357B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeTarget",0.2639
"16-357B","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.257
"16-357B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.2133
"16-357B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.2799
"16-357B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.2557
"16-357B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.3412
"16-122C","FMR1KO","Hab","conflict","Hab",1,"pTimeTarget",0.3822
"16-122C","FMR1KO","T1","conflict","T1",2,"pTimeTarget",0.0395
"16-122C","FMR1KO","T2","conflict","T2",3,"pTimeTarget",0.0255
"16-122C","FMR1KO","T3","conflict","T3",4,"pTimeTarget",0.0728
"16-122C","FMR1KO","Retention","conflict","Retention",9,"pTimeTarget",0.1448
"16-122C","FMR1KO","C1","conflict","T4_C1",6,"pTimeTarget",0.019
"16-122C","FMR1KO","C2","conflict","T5_C2",7,"pTimeTarget",0.0167
"16-122C","FMR1KO","C3","conflict","T6_C3",8,"pTimeTarget",0.0041
"16-122C","FMR1KO","Retention","conflict","Retention",9,"pTimeTarget",0.0493
"16-124C","FMR1KO","Hab","conflict","Hab",1,"pTimeTarget",0.2238
"16-124C","FMR1KO","T1","conflict","T1",2,"pTimeTarget",0.0274
"16-124C","FMR1KO","T2","conflict","T2",3,"pTimeTarget",0.0058
"16-124C","FMR1KO","T3","conflict","T3",4,"pTimeTarget",0.0057
"16-124C","FMR1KO","Retest","conflict","Retest",5,"pTimeTarget",0.0075
"16-124C","FMR1KO","C1","conflict","T4_C1",6,"pTimeTarget",0.0035
"16-124C","FMR1KO","C2","conflict","T5_C2",7,"pTimeTarget",0.048
"16-124C","FMR1KO","C3","conflict","T6_C3",8,"pTimeTarget",0.0266
"16-124C","FMR1KO","Retention","conflict","Retention",9,"pTimeTarget",0.0924
"16-125C","FMR1KO","Hab","conflict","Hab",1,"pTimeTarget",0.2206
"16-125C","FMR1KO","T1","conflict","T1",2,"pTimeTarget",0.0211
"16-125C","FMR1KO","T2","conflict","T2",3,"pTimeTarget",0.016
"16-125C","FMR1KO","T3","conflict","T3",4,"pTimeTarget",0.0435
"16-125C","FMR1KO","Retest","conflict","Retest",5,"pTimeTarget",0.0814
"16-125C","FMR1KO","C1","conflict","T4_C1",6,"pTimeTarget",0.0231
"16-125C","FMR1KO","C2","conflict","T5_C2",7,"pTimeTarget",0.0178
"16-125C","FMR1KO","C3","conflict","T6_C3",8,"pTimeTarget",0.0323
"16-125C","FMR1KO","Retention","conflict","Retention",9,"pTimeTarget",0.1072
"16-125D","FMR1KO","Hab","conflict","Hab",1,"pTimeTarget",0.2273
"16-125D","FMR1KO","T1","conflict","T1",2,"pTimeTarget",0.0398
"16-125D","FMR1KO","T2","conflict","T2",3,"pTimeTarget",0.0136
"16-125D","FMR1KO","T3","conflict","T3",4,"pTimeTarget",0.0104
"16-125D","FMR1KO","Retest","conflict","Retest",5,"pTimeTarget",0.0056
"16-125D","FMR1KO","C1","conflict","T4_C1",6,"pTimeTarget",0.0638
"16-125D","FMR1KO","C2","conflict","T5_C2",7,"pTimeTarget",0.0041
"16-125D","FMR1KO","C3","conflict","T6_C3",8,"pTimeTarget",0.0068
"16-125D","FMR1KO","Retention","conflict","Retention",9,"pTimeTarget",0.0794
"16-122D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.2075
"16-122D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeTarget",0.1878
"16-122D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeTarget",0.2389
"16-122D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeTarget",0.2306
"16-122D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.1111
"16-122D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.2226
"16-122D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeTarget",0.2757
"16-122D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeTarget",0.1655
"16-122D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.2032
"16-123D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.2624
"16-123D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeTarget",0.1835
"16-123D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeTarget",0.1671
"16-123D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeTarget",0.2354
"16-123D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeTarget",0.3365
"16-123D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.1784
"16-123D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeTarget",0.0833
"16-123D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.1511
"16-124D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.2705
"16-124D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeTarget",0.3903
"16-124D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeTarget",0.2338
"16-124D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeTarget",0.3029
"16-124D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeTarget",0.2614
"16-124D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.2356
"16-124D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeTarget",0.2136
"16-124D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeTarget",0.1664
"16-124D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.2239
"16-357D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.1943
"16-357D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeTarget",0.1163
"16-357D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeTarget",0.0918
"16-357D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeTarget",0.1789
"16-357D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeTarget",0.1597
"16-357D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.3013
"16-357D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeTarget",0.2247
"16-357D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeTarget",0.2228
"16-357D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.179
"16-116A","WT","Hab","consistent","Hab",1,"pTimeTarget",0.2845
"16-116A","WT","T1","consistent","T1",2,"pTimeTarget",0.0435
"16-116A","WT","T2","consistent","T2",3,"pTimeTarget",0.0321
"16-116A","WT","T3","consistent","T3",4,"pTimeTarget",0.0065
"16-116A","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0272
"16-116A","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.0015
"16-116A","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.0017
"16-116A","WT","T6","consistent","T6_C3",8,"pTimeTarget",0
"16-116A","WT","Retention","consistent","Retention",9,"pTimeTarget",0.1263
"16-117A","WT","Hab","consistent","Hab",1,"pTimeTarget",0.2052
"16-117A","WT","T1","consistent","T1",2,"pTimeTarget",0.0215
"16-117A","WT","T2","consistent","T2",3,"pTimeTarget",0.0405
"16-117A","WT","T3","consistent","T3",4,"pTimeTarget",0.02
"16-117A","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0141
"16-117A","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.0058
"16-117A","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.0043
"16-117A","WT","T6","consistent","T6_C3",8,"pTimeTarget",0.0034
"16-117A","WT","Retention","consistent","Retention",9,"pTimeTarget",0.0677
"16-118A","WT","Hab","consistent","Hab",1,"pTimeTarget",0.239
"16-118A","WT","T1","consistent","T1",2,"pTimeTarget",0.1092
"16-118A","WT","T2","consistent","T2",3,"pTimeTarget",0.0408
"16-118A","WT","T3","consistent","T3",4,"pTimeTarget",0.0371
"16-118A","WT","Retest","consistent","Retest",5,"pTimeTarget",0.067
"16-118A","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.0643
"16-118A","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.049
"16-118A","WT","T6","consistent","T6_C3",8,"pTimeTarget",0.0282
"16-118A","WT","Retention","consistent","Retention",9,"pTimeTarget",0.2006
"16-118B","WT","Hab","consistent","Hab",1,"pTimeTarget",0.2678
"16-118B","WT","T1","consistent","T1",2,"pTimeTarget",0.0226
"16-118B","WT","T2","consistent","T2",3,"pTimeTarget",0.0018
"16-118B","WT","T3","consistent","T3",4,"pTimeTarget",0.0137
"16-118B","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0031
"16-118B","WT","T4","consistent","T4_C1",6,"pTimeTarget",0
"16-118B","WT","T5","consistent","T5_C2",7,"pTimeTarget",0
"16-118B","WT","T6","consistent","T6_C3",8,"pTimeTarget",0
"16-118B","WT","Retention","consistent","Retention",9,"pTimeTarget",0.0045
"16-119A","WT","Hab","consistent","Hab",1,"pTimeTarget",0.2209
"16-119A","WT","T1","consistent","T1",2,"pTimeTarget",0.0316
"16-119A","WT","T2","consistent","T2",3,"pTimeTarget",0.0189
"16-119A","WT","T3","consistent","T3",4,"pTimeTarget",0.0141
"16-119A","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0126
"16-119A","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.0032
"16-119A","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.0023
"16-119A","WT","T6","consistent","T6_C3",8,"pTimeTarget",0.0016
"16-119A","WT","Retention","consistent","Retention",9,"pTimeTarget",0.0046
"16-120A","WT","Hab","consistent","Hab",1,"pTimeTarget",0.1841
"16-120A","WT","T1","consistent","T1",2,"pTimeTarget",0.0288
"16-120A","WT","T2","consistent","T2",3,"pTimeTarget",0.0088
"16-120A","WT","T3","consistent","T3",4,"pTimeTarget",0.0032
"16-120A","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0175
"16-120A","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.004
"16-120A","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.0048
"16-120A","WT","T6","consistent","T6_C3",8,"pTimeTarget",0.002
"16-120A","WT","Retention","consistent","Retention",9,"pTimeTarget",0.08
"16-120B","WT","Hab","consistent","Hab",1,"pTimeTarget",0.2311
"16-120B","WT","T1","consistent","T1",2,"pTimeTarget",0.02
"16-120B","WT","T2","consistent","T2",3,"pTimeTarget",0.0461
"16-120B","WT","T3","consistent","T3",4,"pTimeTarget",0.0183
"16-120B","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0503
"16-120B","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.0609
"16-120B","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.0285
"16-120B","WT","T6","consistent","T6_C3",8,"pTimeTarget",0.0302
"16-120B","WT","Retention","consistent","Retention",9,"pTimeTarget",0.3941
"16-121B","WT","Hab","consistent","Hab",1,"pTimeTarget",0.2629
"16-121B","WT","T1","consistent","T1",2,"pTimeTarget",0.1585
"16-121B","WT","T2","consistent","T2",3,"pTimeTarget",0.333
"16-121B","WT","T3","consistent","T3",4,"pTimeTarget",0.0088
"16-121B","WT","Retest","consistent","Retest",5,"pTimeTarget",0.0078
"16-121B","WT","T4","consistent","T4_C1",6,"pTimeTarget",0.0123
"16-121B","WT","T5","consistent","T5_C2",7,"pTimeTarget",0.0067
"16-121B","WT","T6","consistent","T6_C3",8,"pTimeTarget",0.0015
"16-121B","WT","Retention","consistent","Retention",9,"pTimeTarget",0.1127
"16-116B","WT","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2914
"16-116B","WT","T1","yoked-consistent","T1",2,"pTimeTarget",0.2883
"16-116B","WT","T2","yoked-consistent","T2",3,"pTimeTarget",0.2708
"16-116B","WT","T3","yoked-consistent","T3",4,"pTimeTarget",0.3319
"16-116B","WT","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.234
"16-116B","WT","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.3818
"16-116B","WT","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.3797
"16-116B","WT","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.4539
"16-116B","WT","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.3984
"16-117B","WT","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2412
"16-117B","WT","T1","yoked-consistent","T1",2,"pTimeTarget",0.221
"16-117B","WT","T2","yoked-consistent","T2",3,"pTimeTarget",0.1353
"16-117B","WT","T3","yoked-consistent","T3",4,"pTimeTarget",0.2341
"16-117B","WT","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.1968
"16-117B","WT","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.2078
"16-117B","WT","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.2132
"16-117B","WT","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.2289
"16-117B","WT","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.2757
"16-119B","WT","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.2279
"16-119B","WT","T1","yoked-consistent","T1",2,"pTimeTarget",0.1937
"16-119B","WT","T2","yoked-consistent","T2",3,"pTimeTarget",0.2703
"16-119B","WT","T3","yoked-consistent","T3",4,"pTimeTarget",0.1985
"16-119B","WT","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.1662
"16-119B","WT","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.1152
"16-119B","WT","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.1419
"16-119B","WT","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.1646
"16-119B","WT","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.2329
"16-121A","WT","Hab","yoked-consistent","Hab",1,"pTimeTarget",0.1659
"16-121A","WT","T1","yoked-consistent","T1",2,"pTimeTarget",0.0208
"16-121A","WT","T2","yoked-consistent","T2",3,"pTimeTarget",0.0035
"16-121A","WT","T3","yoked-consistent","T3",4,"pTimeTarget",0.164
"16-121A","WT","Retest","yoked-consistent","Retest",5,"pTimeTarget",0.2836
"16-121A","WT","T4","yoked-consistent","T4_C1",6,"pTimeTarget",0.218
"16-121A","WT","T5","yoked-consistent","T5_C2",7,"pTimeTarget",0.1986
"16-121A","WT","T6","yoked-consistent","T6_C3",8,"pTimeTarget",0.2603
"16-121A","WT","Retention","yoked-consistent","Retention",9,"pTimeTarget",0.3268
"16-116C","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2958
"16-116C","WT","T1","conflict","T1",2,"pTimeTarget",0.0213
"16-116C","WT","T2","conflict","T2",3,"pTimeTarget",0.0127
"16-116C","WT","T3","conflict","T3",4,"pTimeTarget",0.004
"16-116C","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0058
"16-116C","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.036
"16-116C","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0135
"16-116C","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.0033
"16-116C","WT","Retention","conflict","Retention",9,"pTimeTarget",0.049
"16-117C","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2813
"16-117C","WT","T1","conflict","T1",2,"pTimeTarget",0.0167
"16-117C","WT","T2","conflict","T2",3,"pTimeTarget",0.043
"16-117C","WT","T3","conflict","T3",4,"pTimeTarget",0.0235
"16-117C","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0287
"16-117C","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.015
"16-117C","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0115
"16-117C","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.0025
"16-117C","WT","Retention","conflict","Retention",9,"pTimeTarget",0.3175
"16-117D","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2631
"16-117D","WT","T1","conflict","T1",2,"pTimeTarget",0.1004
"16-117D","WT","T2","conflict","T2",3,"pTimeTarget",0.09
"16-117D","WT","T3","conflict","T3",4,"pTimeTarget",0.0172
"16-117D","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0102
"16-117D","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.0356
"16-117D","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0158
"16-117D","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.0086
"16-117D","WT","Retention","conflict","Retention",9,"pTimeTarget",0.1112
"16-118C","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2533
"16-118C","WT","T1","conflict","T1",2,"pTimeTarget",0.0093
"16-118C","WT","T2","conflict","T2",3,"pTimeTarget",0.0063
"16-118C","WT","T3","conflict","T3",4,"pTimeTarget",0.0346
"16-118C","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0328
"16-118C","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.0265
"16-118C","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0044
"16-118C","WT","C3","conflict","T6_C3",8,"pTimeTarget",1e-04
"16-118C","WT","Retention","conflict","Retention",9,"pTimeTarget",0.0109
"16-119C","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2355
"16-119C","WT","T1","conflict","T1",2,"pTimeTarget",0.0214
"16-119C","WT","T2","conflict","T2",3,"pTimeTarget",0.0045
"16-119C","WT","T3","conflict","T3",4,"pTimeTarget",0.0077
"16-119C","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0055
"16-119C","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.0508
"16-119C","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0051
"16-119C","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.0032
"16-119C","WT","Retention","conflict","Retention",9,"pTimeTarget",0.0394
"16-119D","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2254
"16-119D","WT","T1","conflict","T1",2,"pTimeTarget",0.0109
"16-119D","WT","T2","conflict","T2",3,"pTimeTarget",0.0117
"16-119D","WT","T3","conflict","T3",4,"pTimeTarget",0.0094
"16-119D","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0064
"16-119D","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.0186
"16-119D","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0093
"16-119D","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.0146
"16-119D","WT","Retention","conflict","Retention",9,"pTimeTarget",0.0055
"16-120C","WT","Hab","conflict","Hab",1,"pTimeTarget",0.1968
"16-120C","WT","T1","conflict","T1",2,"pTimeTarget",0.0552
"16-120C","WT","T2","conflict","T2",3,"pTimeTarget",0.0155
"16-120C","WT","T3","conflict","T3",4,"pTimeTarget",0.0052
"16-120C","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0044
"16-120C","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.1308
"16-120C","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0764
"16-120C","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.024
"16-120C","WT","Retention","conflict","Retention",9,"pTimeTarget",0.1493
"16-121C","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2264
"16-121C","WT","T1","conflict","T1",2,"pTimeTarget",0.0311
"16-121C","WT","T2","conflict","T2",3,"pTimeTarget",0.021
"16-121C","WT","T3","conflict","T3",4,"pTimeTarget",0.0042
"16-121C","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0018
"16-121C","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.019
"16-121C","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0027
"16-121C","WT","C3","conflict","T6_C3",8,"pTimeTarget",0.0033
