"ID","Genotype","TrainSession","APA2","TrainSessionCombo","TrainSessionComboNum","variable","value"
"16-118C","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.1616
"16-118C","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.1523
"16-118C","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.2047
"16-118C","WT","Retention","conflict","Retention",9,"pTimeCCW",0.1534
"16-119C","WT","Hab","conflict","Hab",1,"pTimeCCW",0.2493
"16-119C","WT","T1","conflict","T1",2,"pTimeCCW",0.5108
"16-119C","WT","T2","conflict","T2",3,"pTimeCCW",0.1878
"16-119C","WT","T3","conflict","T3",4,"pTimeCCW",0.336
"16-119C","WT","Retest","conflict","Retest",5,"pTimeCCW",0.2345
"16-119C","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.2629
"16-119C","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.4857
"16-119C","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.1407
"16-119C","WT","Retention","conflict","Retention",9,"pTimeCCW",0.0919
"16-119D","WT","Hab","conflict","Hab",1,"pTimeCCW",0.2752
"16-119D","WT","T1","conflict","T1",2,"pTimeCCW",0.324
"16-119D","WT","T2","conflict","T2",3,"pTimeCCW",0.6153
"16-119D","WT","T3","conflict","T3",4,"pTimeCCW",0.2861
"16-119D","WT","Retest","conflict","Retest",5,"pTimeCCW",0.3191
"16-119D","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.3363
"16-119D","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.3873
"16-119D","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.2045
"16-119D","WT","Retention","conflict","Retention",9,"pTimeCCW",0.0269
"16-120C","WT","Hab","conflict","Hab",1,"pTimeCCW",0.2523
"16-120C","WT","T1","conflict","T1",2,"pTimeCCW",0.3712
"16-120C","WT","T2","conflict","T2",3,"pTimeCCW",0.2861
"16-120C","WT","T3","conflict","T3",4,"pTimeCCW",0.3619
"16-120C","WT","Retest","conflict","Retest",5,"pTimeCCW",0.383
"16-120C","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.247
"16-120C","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.3028
"16-120C","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.3396
"16-120C","WT","Retention","conflict","Retention",9,"pTimeCCW",0.2716
"16-121C","WT","Hab","conflict","Hab",1,"pTimeCCW",0.2792
"16-121C","WT","T1","conflict","T1",2,"pTimeCCW",0.4801
"16-121C","WT","T2","conflict","T2",3,"pTimeCCW",0.5435
"16-121C","WT","T3","conflict","T3",4,"pTimeCCW",0.5248
"16-121C","WT","Retest","conflict","Retest",5,"pTimeCCW",0.1498
"16-121C","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.2867
"16-121C","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.1761
"16-121C","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.0635
"16-121C","WT","Retention","conflict","Retention",9,"pTimeCCW",0.2114
"16-121D","WT","Hab","conflict","Hab",1,"pTimeCCW",0.3087
"16-121D","WT","T1","conflict","T1",2,"pTimeCCW",0.6023
"16-121D","WT","T2","conflict","T2",3,"pTimeCCW",0.6835
"16-121D","WT","T3","conflict","T3",4,"pTimeCCW",0.8172
"16-121D","WT","Retest","conflict","Retest",5,"pTimeCCW",0.8816
"16-121D","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.0356
"16-121D","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.3956
"16-121D","WT","C3","conflict","T6_C3",8,"pTimeCCW",1e-04
"16-121D","WT","Retention","conflict","Retention",9,"pTimeCCW",0.0632
"16-116D","WT","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2176
"16-116D","WT","T1","yoked-conflict","T1",2,"pTimeCCW",0.3392
"16-116D","WT","T2","yoked-conflict","T2",3,"pTimeCCW",0.3244
"16-116D","WT","T3","yoked-conflict","T3",4,"pTimeCCW",0.2343
"16-116D","WT","Retest","yoked-conflict","Retest",5,"pTimeCCW",0.3072
"16-116D","WT","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.1925
"16-116D","WT","C2","yoked-conflict","T5_C2",7,"pTimeCCW",0.1035
"16-116D","WT","C3","yoked-conflict","T6_C3",8,"pTimeCCW",0.2073
"16-116D","WT","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.1787
"16-118D","WT","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2609
"16-118D","WT","T1","yoked-conflict","T1",2,"pTimeCCW",0.3129
"16-118D","WT","T2","yoked-conflict","T2",3,"pTimeCCW",0.2457
"16-118D","WT","T3","yoked-conflict","T3",4,"pTimeCCW",0.0903
"16-118D","WT","Retest","yoked-conflict","Retest",5,"pTimeCCW",0.0595
"16-118D","WT","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.2729
"16-118D","WT","C3","yoked-conflict","T6_C3",8,"pTimeCCW",0.2294
"16-118D","WT","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.247
"16-120D","WT","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2078
"16-120D","WT","T1","yoked-conflict","T1",2,"pTimeCCW",0.4319
"16-120D","WT","T2","yoked-conflict","T2",3,"pTimeCCW",0.2548
"16-120D","WT","T3","yoked-conflict","T3",4,"pTimeCCW",0.2552
"16-120D","WT","Retest","yoked-conflict","Retest",5,"pTimeCCW",0.1683
"16-120D","WT","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.1426
"16-120D","WT","C2","yoked-conflict","T5_C2",7,"pTimeCCW",0.2285
"16-120D","WT","C3","yoked-conflict","T6_C3",8,"pTimeCCW",0.215
"16-120D","WT","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.2313
"16-122A","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.2857
"16-122A","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.3559
"16-122A","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.3793
"16-122A","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.5228
"16-122A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.3006
"16-122A","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.3922
"16-122A","FMR1KO","T5","consistent","T5_C2",7,"pTimeOPP",0.5199
"16-122A","FMR1KO","T6","consistent","T6_C3",8,"pTimeOPP",0.203
"16-122A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.5168
"16-123A","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.2694
"16-123A","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.5905
"16-123A","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.4332
"16-123A","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.4527
"16-123A","FMR1KO","Retest","consistent","Retest",5,"pTimeOPP",0.3895
"16-123A","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.2944
"16-123A","FMR1KO","T5","consistent","T5_C2",7,"pTimeOPP",0.4119
"16-123A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.2388
"16-124A","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.2257
"16-124A","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.1909
"16-124A","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.6566
"16-124A","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.6506
"16-124A","FMR1KO","Retest","consistent","Retest",5,"pTimeOPP",0.6794
"16-124A","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.1635
"16-124A","FMR1KO","T5","consistent","T5_C2",7,"pTimeOPP",0.2675
"16-124A","FMR1KO","T6","consistent","T6_C3",8,"pTimeOPP",0.5991
"16-124A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.5405
"16-124B","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.1592
"16-124B","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.3143
"16-124B","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.448
"16-124B","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.6415
"16-124B","FMR1KO","Retest","consistent","Retest",5,"pTimeOPP",0.4026
"16-124B","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.3196
"16-124B","FMR1KO","T5","consistent","T5_C2",7,"pTimeOPP",0.3821
"16-124B","FMR1KO","T6","consistent","T6_C3",8,"pTimeOPP",0.3097
"16-124B","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.3255
"16-125A","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.2489
"16-125A","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.2489
"16-125A","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.523
"16-125A","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.4794
"16-125A","FMR1KO","Retest","consistent","Retest",5,"pTimeOPP",0.4366
"16-125A","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.4027
"16-125A","FMR1KO","T6","consistent","T6_C3",8,"pTimeOPP",0.4899
"16-125A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.4075
"16-126A","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.1947
"16-126A","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.478
"16-126A","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.4383
"16-126A","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.3393
"16-126A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.2381
"16-126A","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.3912
"16-126A","FMR1KO","T5","consistent","T5_C2",7,"pTimeOPP",0.285
"16-126A","FMR1KO","T6","consistent","T6_C3",8,"pTimeOPP",0.424
"16-126A","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.3401
"16-357C","FMR1KO","Hab","consistent","Hab",1,"pTimeOPP",0.2155
"16-357C","FMR1KO","T1","consistent","T1",2,"pTimeOPP",0.4131
"16-357C","FMR1KO","T2","consistent","T2",3,"pTimeOPP",0.6464
"16-357C","FMR1KO","T3","consistent","T3",4,"pTimeOPP",0.6766
"16-357C","FMR1KO","Retest","consistent","Retest",5,"pTimeOPP",0.6616
"16-357C","FMR1KO","T4","consistent","T4_C1",6,"pTimeOPP",0.5431
"16-357C","FMR1KO","T5","consistent","T5_C2",7,"pTimeOPP",0.6293
"16-357C","FMR1KO","T6","consistent","T6_C3",8,"pTimeOPP",0.7352
"16-357C","FMR1KO","Retention","consistent","Retention",9,"pTimeOPP",0.6955
"16-122B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.1733
"16-122B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeOPP",0.2463
"16-122B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeOPP",0.225
"16-122B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeOPP",0.1226
"16-122B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.1943
"16-122B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.223
"16-122B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.1916
"16-122B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.2276
"16-122B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.1789
"16-123B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeOPP",0.5147
"16-123B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeOPP",0.2169
"16-123B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeOPP",0.3196
"16-123B","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeOPP",0.1466
"16-123B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.1839
"16-123B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.1364
"16-123B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.1685
"16-123B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.0847
"16-126B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.1781
"16-126B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeOPP",0.3578
"16-126B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeOPP",0.3637
"16-126B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeOPP",0.3164
"16-126B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.2571
"16-126B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.195
"16-126B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.3523
"16-126B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.4191
"16-126B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.2834
"16-357A","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.223
"16-357A","FMR1KO","T2","yoked-consistent","T2",3,"pTimeOPP",0.2729
"16-357A","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeOPP",0.2658
"16-357A","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.3105
"16-357A","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.2847
"16-357A","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.2569
"16-357A","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.3737
"16-357B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.2305
"16-357B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeOPP",0.165
"16-357B","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeOPP",0.1996
"16-357B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.1655
"16-357B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.1892
"16-357B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.231
"16-357B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.0992
"16-122C","FMR1KO","Hab","conflict","Hab",1,"pTimeOPP",0.1503
"16-122C","FMR1KO","T1","conflict","T1",2,"pTimeOPP",0.4653
"16-122C","FMR1KO","T2","conflict","T2",3,"pTimeOPP",0.5223
"16-122C","FMR1KO","T3","conflict","T3",4,"pTimeOPP",0.4175
"16-122C","FMR1KO","Retention","conflict","Retention",9,"pTimeOPP",0.3149
"16-122C","FMR1KO","C1","conflict","T4_C1",6,"pTimeOPP",0.4642
"16-122C","FMR1KO","C2","conflict","T5_C2",7,"pTimeOPP",0.5613
"16-122C","FMR1KO","C3","conflict","T6_C3",8,"pTimeOPP",0.618
"16-122C","FMR1KO","Retention","conflict","Retention",9,"pTimeOPP",0.4191
"16-124C","FMR1KO","Hab","conflict","Hab",1,"pTimeOPP",0.2331
"16-124C","FMR1KO","T1","conflict","T1",2,"pTimeOPP",0.2661
"16-124C","FMR1KO","T2","conflict","T2",3,"pTimeOPP",0.6013
"16-124C","FMR1KO","T3","conflict","T3",4,"pTimeOPP",0.4393
"16-124C","FMR1KO","Retest","conflict","Retest",5,"pTimeOPP",0.5507
"16-124C","FMR1KO","C1","conflict","T4_C1",6,"pTimeOPP",0.5927
"16-124C","FMR1KO","C2","conflict","T5_C2",7,"pTimeOPP",0.4435
"16-124C","FMR1KO","C3","conflict","T6_C3",8,"pTimeOPP",0.449
"16-124C","FMR1KO","Retention","conflict","Retention",9,"pTimeOPP",0.4226
"16-125C","FMR1KO","Hab","conflict","Hab",1,"pTimeOPP",0.2607
"16-125C","FMR1KO","T1","conflict","T1",2,"pTimeOPP",0.5338
"16-125C","FMR1KO","T2","conflict","T2",3,"pTimeOPP",0.5847
"16-125C","FMR1KO","T3","conflict","T3",4,"pTimeOPP",0.352
"16-125C","FMR1KO","Retest","conflict","Retest",5,"pTimeOPP",0.2798
"16-125C","FMR1KO","C1","conflict","T4_C1",6,"pTimeOPP",0.4387
"16-125C","FMR1KO","C2","conflict","T5_C2",7,"pTimeOPP",0.4558
"16-125C","FMR1KO","C3","conflict","T6_C3",8,"pTimeOPP",0.5177
"16-125C","FMR1KO","Retention","conflict","Retention",9,"pTimeOPP",0.2937
"16-125D","FMR1KO","Hab","conflict","Hab",1,"pTimeOPP",0.204
"16-125D","FMR1KO","T1","conflict","T1",2,"pTimeOPP",0.2263
"16-125D","FMR1KO","T2","conflict","T2",3,"pTimeOPP",0.4967
"16-125D","FMR1KO","T3","conflict","T3",4,"pTimeOPP",0.578
"16-125D","FMR1KO","Retest","conflict","Retest",5,"pTimeOPP",0.5776
"16-125D","FMR1KO","C1","conflict","T4_C1",6,"pTimeOPP",0.1138
"16-125D","FMR1KO","C2","conflict","T5_C2",7,"pTimeOPP",0.2068
"16-125D","FMR1KO","C3","conflict","T6_C3",8,"pTimeOPP",0.4575
"16-125D","FMR1KO","Retention","conflict","Retention",9,"pTimeOPP",0.1877
"16-122D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeOPP",0.197
"16-122D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeOPP",0.2995
"16-122D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeOPP",0.2044
"16-122D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeOPP",0.2227
"16-122D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeOPP",0.2894
"16-122D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeOPP",0.257
"16-122D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeOPP",0.2732
"16-122D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeOPP",0.3118
"16-122D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeOPP",0.2542
"16-123D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeOPP",0.1552
"16-123D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeOPP",0.341
"16-123D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeOPP",0.3627
"16-123D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeOPP",0.2174
"16-123D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeOPP",0.1455
"16-123D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeOPP",0.2347
"16-123D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeOPP",0.4129
"16-123D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeOPP",0.2952
"16-124D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeOPP",0.2209
"16-124D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeOPP",0.1001
"16-124D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeOPP",0.1848
"16-124D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeOPP",0.158
"16-124D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeOPP",0.2009
"16-124D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeOPP",0.2306
"16-124D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeOPP",0.2685
"16-124D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeOPP",0.2834
"16-124D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeOPP",0.1931
"16-357D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeOPP",0.2889
"16-357D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeOPP",0.3607
"16-357D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeOPP",0.5343
"16-357D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeOPP",0.3888
"16-357D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeOPP",0.3197
"16-357D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeOPP",0.1784
"16-357D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeOPP",0.2217
"16-357D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeOPP",0.3074
"16-357D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeOPP",0.2648
"16-116A","WT","Hab","consistent","Hab",1,"pTimeOPP",0.1634
"16-116A","WT","T1","consistent","T1",2,"pTimeOPP",0.2413
"16-116A","WT","T2","consistent","T2",3,"pTimeOPP",0.3812
"16-116A","WT","T3","consistent","T3",4,"pTimeOPP",0.4582
"16-116A","WT","Retest","consistent","Retest",5,"pTimeOPP",0.3015
"16-116A","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.5406
"16-116A","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.5064
"16-116A","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.6428
"16-116A","WT","Retention","consistent","Retention",9,"pTimeOPP",0.4266
"16-117A","WT","Hab","consistent","Hab",1,"pTimeOPP",0.1934
"16-117A","WT","T1","consistent","T1",2,"pTimeOPP",0.5157
"16-117A","WT","T2","consistent","T2",3,"pTimeOPP",0.4753
"16-117A","WT","T3","consistent","T3",4,"pTimeOPP",0.4288
"16-117A","WT","Retest","consistent","Retest",5,"pTimeOPP",0.5758
"16-117A","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.5327
"16-117A","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.6693
"16-117A","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.7169
"16-117A","WT","Retention","consistent","Retention",9,"pTimeOPP",0.4729
"16-118A","WT","Hab","consistent","Hab",1,"pTimeOPP",0.2371
"16-118A","WT","T1","consistent","T1",2,"pTimeOPP",0.434
"16-118A","WT","T2","consistent","T2",3,"pTimeOPP",0.3174
"16-118A","WT","T3","consistent","T3",4,"pTimeOPP",0.4276
"16-118A","WT","Retest","consistent","Retest",5,"pTimeOPP",0.2297
"16-118A","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.1627
"16-118A","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.262
"16-118A","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.3261
"16-118A","WT","Retention","consistent","Retention",9,"pTimeOPP",0.2654
"16-118B","WT","Hab","consistent","Hab",1,"pTimeOPP",0.257
"16-118B","WT","T1","consistent","T1",2,"pTimeOPP",0.428
"16-118B","WT","T2","consistent","T2",3,"pTimeOPP",0.7261
"16-118B","WT","T3","consistent","T3",4,"pTimeOPP",0.725
"16-118B","WT","Retest","consistent","Retest",5,"pTimeOPP",0.8443
"16-118B","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.8476
"16-118B","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.85
"16-118B","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.849
"16-118B","WT","Retention","consistent","Retention",9,"pTimeOPP",0.7724
"16-119A","WT","Hab","consistent","Hab",1,"pTimeOPP",0.2249
"16-119A","WT","T1","consistent","T1",2,"pTimeOPP",0.4354
"16-119A","WT","T2","consistent","T2",3,"pTimeOPP",0.334
"16-119A","WT","T3","consistent","T3",4,"pTimeOPP",0.3075
"16-119A","WT","Retest","consistent","Retest",5,"pTimeOPP",0.3487
"16-119A","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.339
"16-119A","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.3406
"16-119A","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.5792
"16-119A","WT","Retention","consistent","Retention",9,"pTimeOPP",0.5234
"16-120A","WT","Hab","consistent","Hab",1,"pTimeOPP",0.2405
"16-120A","WT","T1","consistent","T1",2,"pTimeOPP",0.3604
"16-120A","WT","T2","consistent","T2",3,"pTimeOPP",0.2733
"16-120A","WT","T3","consistent","T3",4,"pTimeOPP",0.3046
"16-120A","WT","Retest","consistent","Retest",5,"pTimeOPP",0.398
"16-120A","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.3816
"16-120A","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.5162
"16-120A","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.6535
"16-120A","WT","Retention","consistent","Retention",9,"pTimeOPP",0.3989
"16-120B","WT","Hab","consistent","Hab",1,"pTimeOPP",0.1631
"16-120B","WT","T1","consistent","T1",2,"pTimeOPP",0.5018
"16-120B","WT","T2","consistent","T2",3,"pTimeOPP",0.4404
"16-120B","WT","T3","consistent","T3",4,"pTimeOPP",0.4964
"16-120B","WT","Retest","consistent","Retest",5,"pTimeOPP",0.4758
"16-120B","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.3381
"16-120B","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.2385
"16-120B","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.2374
"16-120B","WT","Retention","consistent","Retention",9,"pTimeOPP",0.1638
"16-121B","WT","Hab","consistent","Hab",1,"pTimeOPP",0.1954
"16-121B","WT","T1","consistent","T1",2,"pTimeOPP",0.3804
"16-121B","WT","T2","consistent","T2",3,"pTimeOPP",0.1482
"16-121B","WT","T3","consistent","T3",4,"pTimeOPP",0.5479
"16-121B","WT","Retest","consistent","Retest",5,"pTimeOPP",0.5956
"16-121B","WT","T4","consistent","T4_C1",6,"pTimeOPP",0.6015
"16-121B","WT","T5","consistent","T5_C2",7,"pTimeOPP",0.6931
"16-121B","WT","T6","consistent","T6_C3",8,"pTimeOPP",0.7028
"16-121B","WT","Retention","consistent","Retention",9,"pTimeOPP",0.4678
"16-116B","WT","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.2127
"16-116B","WT","T1","yoked-consistent","T1",2,"pTimeOPP",0.1947
"16-116B","WT","T2","yoked-consistent","T2",3,"pTimeOPP",0.2293
"16-116B","WT","T3","yoked-consistent","T3",4,"pTimeOPP",0.1283
"16-116B","WT","Retest","yoked-consistent","Retest",5,"pTimeOPP",0.2143
"16-116B","WT","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.189
"16-116B","WT","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.0857
"16-116B","WT","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.0545
"16-116B","WT","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.2193
"16-117B","WT","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.2031
"16-117B","WT","T1","yoked-consistent","T1",2,"pTimeOPP",0.2811
"16-117B","WT","T2","yoked-consistent","T2",3,"pTimeOPP",0.4207
"16-117B","WT","T3","yoked-consistent","T3",4,"pTimeOPP",0.2512
"16-117B","WT","Retest","yoked-consistent","Retest",5,"pTimeOPP",0.2682
"16-117B","WT","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.2888
"16-117B","WT","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.3305
"16-117B","WT","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.2865
"16-117B","WT","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.1921
"16-119B","WT","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.1936
"16-119B","WT","T1","yoked-consistent","T1",2,"pTimeOPP",0.2907
"16-119B","WT","T2","yoked-consistent","T2",3,"pTimeOPP",0.1713
"16-119B","WT","T3","yoked-consistent","T3",4,"pTimeOPP",0.3216
"16-119B","WT","Retest","yoked-consistent","Retest",5,"pTimeOPP",0.2833
"16-119B","WT","T4","yoked-consistent","T4_C1",6,"pTimeOPP",0.4553
"16-119B","WT","T5","yoked-consistent","T5_C2",7,"pTimeOPP",0.3134
"16-119B","WT","T6","yoked-consistent","T6_C3",8,"pTimeOPP",0.2436
"16-119B","WT","Retention","yoked-consistent","Retention",9,"pTimeOPP",0.1929
"16-121A","WT","Hab","yoked-consistent","Hab",1,"pTimeOPP",0.2699
"16-121A","WT","T1","yoked-consistent","T1",2,"pTimeOPP",0.45
